station_id,station_name,station_type,full_date,year,month,month_name,n_ops,n_defects,availability,performance,quality,oee
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-14,2025,4,April,71,0,0.9109,0.9981,1.0,0.9092
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-15,2025,4,April,93,0,0.9629,0.9741,1.0,0.9379
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-16,2025,4,April,104,2,0.9302,0.9694,0.9808,0.8843
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-17,2025,4,April,84,1,0.9078,0.9484,0.9881,0.8507
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-18,2025,4,April,95,0,0.9531,0.9663,1.0,0.9209
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-19,2025,4,April,32,0,0.9366,0.997,1.0,0.9338
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-20,2025,4,April,33,0,0.9383,0.9748,1.0,0.9147
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-21,2025,4,April,91,0,0.9353,0.9567,1.0,0.8949
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-22,2025,4,April,86,0,0.9771,0.9882,1.0,0.9655
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-23,2025,4,April,97,0,0.9245,0.9669,1.0,0.8939
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-24,2025,4,April,79,0,0.9172,0.9813,1.0,0.9001
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-25,2025,4,April,90,0,0.9337,0.9936,1.0,0.9278
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-26,2025,4,April,37,0,1.0,0.9648,1.0,0.9648
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-27,2025,4,April,34,0,0.9224,1.0022,1.0,0.9245
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-28,2025,4,April,76,1,0.9477,0.9926,0.9868,0.9283
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-29,2025,4,April,95,0,0.9402,0.948,1.0,0.8913
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-04-30,2025,4,April,87,1,0.9761,0.961,0.9885,0.9272
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-01,2025,5,May,87,0,0.9221,0.9775,1.0,0.9014
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-02,2025,5,May,97,2,0.9213,0.9719,0.9794,0.8769
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-03,2025,5,May,38,0,0.9708,0.964,1.0,0.9359
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-04,2025,5,May,33,0,0.9632,0.9684,1.0,0.9328
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-05,2025,5,May,79,0,0.934,0.9559,1.0,0.8928
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-06,2025,5,May,88,2,0.8973,1.0009,0.9773,0.8777
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-07,2025,5,May,73,1,0.9489,1.0072,0.9863,0.9427
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-08,2025,5,May,79,0,0.925,0.9426,1.0,0.8719
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-09,2025,5,May,76,1,1.0,0.9801,0.9868,0.9672
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-10,2025,5,May,33,1,0.885,0.9306,0.9697,0.7987
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-11,2025,5,May,37,0,0.9751,0.94,1.0,0.9166
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-12,2025,5,May,107,0,0.973,0.9671,1.0,0.941
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-13,2025,5,May,127,1,0.9482,1.0028,0.9921,0.9433
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-14,2025,5,May,88,1,0.9052,0.9761,0.9886,0.8736
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-15,2025,5,May,93,0,0.969,0.9833,1.0,0.9528
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-16,2025,5,May,83,0,0.9007,0.9641,1.0,0.8683
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-17,2025,5,May,31,0,0.9354,0.9324,1.0,0.8722
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-18,2025,5,May,33,1,0.9817,0.9374,0.9697,0.8923
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-19,2025,5,May,80,0,0.8834,0.9887,1.0,0.8735
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-20,2025,5,May,87,0,0.9189,0.9511,1.0,0.8739
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-21,2025,5,May,82,0,0.9798,0.9697,1.0,0.9501
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-22,2025,5,May,97,1,0.9492,0.9901,0.9897,0.9301
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-23,2025,5,May,97,0,0.9126,0.9821,1.0,0.8962
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-24,2025,5,May,35,0,0.9078,1.018,1.0,0.9241
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-25,2025,5,May,33,0,1.0,0.9271,1.0,0.9271
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-26,2025,5,May,63,1,0.9776,0.9813,0.9841,0.9441
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-27,2025,5,May,92,0,0.9293,1.0202,1.0,0.948
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-28,2025,5,May,77,1,0.9212,0.9356,0.987,0.8507
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-29,2025,5,May,101,2,0.9325,0.9862,0.9802,0.9014
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-30,2025,5,May,111,1,0.942,0.9577,0.991,0.894
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-05-31,2025,5,May,25,0,0.9265,1.0302,1.0,0.9544
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-01,2025,6,June,29,0,1.0,0.9572,1.0,0.9572
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-02,2025,6,June,79,2,0.8349,1.0205,0.9747,0.8304
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-03,2025,6,June,73,1,0.8883,0.954,0.9863,0.8358
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-04,2025,6,June,92,0,0.9446,0.9775,1.0,0.9234
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-05,2025,6,June,83,1,0.956,0.9661,0.988,0.9125
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-06,2025,6,June,82,0,0.8712,0.9741,1.0,0.8486
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-07,2025,6,June,26,0,0.8734,1.0072,1.0,0.8796
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-08,2025,6,June,28,0,1.0,1.0025,1.0,1.0025
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-09,2025,6,June,64,1,0.9019,1.0095,0.9844,0.8963
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-10,2025,6,June,69,1,0.9445,0.9781,0.9855,0.9104
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-11,2025,6,June,67,1,0.9661,0.9441,0.9851,0.8985
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-12,2025,6,June,80,1,0.8409,0.9938,0.9875,0.8252
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-13,2025,6,June,78,0,0.9681,0.9775,1.0,0.9463
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-14,2025,6,June,24,0,1.0,0.9354,1.0,0.9354
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-15,2025,6,June,28,0,0.9708,0.9793,1.0,0.9507
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-16,2025,6,June,59,0,0.9031,0.9596,1.0,0.8666
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-17,2025,6,June,90,1,0.9819,0.9816,0.9889,0.9531
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-18,2025,6,June,82,0,0.9216,0.9662,1.0,0.8904
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-19,2025,6,June,89,0,0.9477,0.9742,1.0,0.9232
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-20,2025,6,June,89,0,0.9189,0.9814,1.0,0.9018
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-21,2025,6,June,19,0,1.0,0.9538,1.0,0.9538
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-22,2025,6,June,28,1,0.9073,0.9473,0.9643,0.8288
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-23,2025,6,June,75,1,0.9108,1.0058,0.9867,0.9038
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-24,2025,6,June,74,0,0.9486,0.9829,1.0,0.9323
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-25,2025,6,June,71,0,0.9301,0.9657,1.0,0.8983
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-26,2025,6,June,82,1,0.9657,0.9596,0.9878,0.9155
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-27,2025,6,June,72,0,0.8836,0.9902,1.0,0.8749
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-28,2025,6,June,25,1,0.9205,0.9568,0.96,0.8455
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-29,2025,6,June,31,0,1.0,0.967,1.0,0.967
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-06-30,2025,6,June,76,0,0.9402,0.9794,1.0,0.9208
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-01,2025,7,July,49,0,0.9362,1.0118,1.0,0.9473
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-02,2025,7,July,56,0,0.9771,0.988,1.0,0.9654
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-03,2025,7,July,60,0,0.9524,0.9785,1.0,0.932
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-04,2025,7,July,64,1,0.8871,0.9801,0.9844,0.8558
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-05,2025,7,July,23,0,1.0,0.9397,1.0,0.9397
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-06,2025,7,July,20,0,0.8779,0.959,1.0,0.8418
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-07,2025,7,July,70,0,0.9318,0.9717,1.0,0.9054
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-08,2025,7,July,53,0,0.9256,0.9514,1.0,0.8806
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-09,2025,7,July,62,1,0.9619,0.9776,0.9839,0.9251
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-10,2025,7,July,70,0,0.9287,0.9464,1.0,0.8789
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-11,2025,7,July,59,1,0.9632,0.936,0.9831,0.8864
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-12,2025,7,July,23,0,1.0,0.9661,1.0,0.9661
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-13,2025,7,July,20,0,0.9277,0.9209,1.0,0.8543
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-14,2025,7,July,54,0,0.9503,0.9755,1.0,0.927
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-15,2025,7,July,68,0,0.8871,0.9793,1.0,0.8688
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-16,2025,7,July,58,0,0.8971,0.9855,1.0,0.8841
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-17,2025,7,July,61,2,0.9691,0.9425,0.9672,0.8834
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-18,2025,7,July,55,0,1.0,0.9682,1.0,0.9682
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-19,2025,7,July,24,0,0.9096,0.9276,1.0,0.8438
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-20,2025,7,July,20,0,1.0,1.0015,1.0,1.0015
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-21,2025,7,July,65,0,0.888,0.9527,1.0,0.8459
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-22,2025,7,July,67,0,0.9018,0.9736,1.0,0.878
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-23,2025,7,July,55,0,0.9136,0.9706,1.0,0.8867
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-24,2025,7,July,70,1,0.9621,1.0069,0.9857,0.9548
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-25,2025,7,July,60,0,0.9078,0.9367,1.0,0.8504
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-26,2025,7,July,23,0,0.9806,0.9879,1.0,0.9687
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-27,2025,7,July,26,0,0.8822,0.9605,1.0,0.8473
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-28,2025,7,July,67,0,0.9611,0.9802,1.0,0.9421
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-29,2025,7,July,61,0,0.9301,0.9625,1.0,0.8952
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-30,2025,7,July,65,0,0.9204,0.996,1.0,0.9167
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-07-31,2025,7,July,69,0,0.9419,0.9337,1.0,0.8795
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-01,2025,8,August,59,0,0.9725,0.998,1.0,0.9705
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-02,2025,8,August,18,0,0.9465,0.9928,1.0,0.9397
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-03,2025,8,August,24,0,1.0,0.9793,1.0,0.9793
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-04,2025,8,August,59,0,0.9292,0.9812,1.0,0.9117
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-05,2025,8,August,74,0,0.8998,0.9792,1.0,0.8811
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-06,2025,8,August,42,0,0.9564,1.003,1.0,0.9593
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-07,2025,8,August,44,2,1.0,0.988,0.9545,0.9431
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-08,2025,8,August,61,1,0.9691,0.9404,0.9836,0.8964
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-09,2025,8,August,19,1,1.0,0.983,0.9474,0.9313
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-10,2025,8,August,20,0,1.0,0.9734,1.0,0.9734
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-11,2025,8,August,59,0,0.9452,1.0008,1.0,0.9459
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-12,2025,8,August,71,1,0.9841,0.9801,0.9859,0.9509
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-13,2025,8,August,65,0,0.968,0.9973,1.0,0.9654
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-14,2025,8,August,66,0,0.9014,0.9675,1.0,0.872
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-15,2025,8,August,73,0,0.8947,0.9797,1.0,0.8765
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-16,2025,8,August,24,0,0.8739,0.9237,1.0,0.8072
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-17,2025,8,August,25,0,1.0,0.9789,1.0,0.9789
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-18,2025,8,August,57,1,0.895,0.9498,0.9825,0.8351
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-19,2025,8,August,73,0,0.9314,0.9538,1.0,0.8884
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-20,2025,8,August,66,1,0.9621,0.9984,0.9848,0.946
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-21,2025,8,August,56,1,0.9527,0.9802,0.9821,0.9172
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-22,2025,8,August,52,0,0.9822,0.9603,1.0,0.9432
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-23,2025,8,August,21,0,0.9077,0.9913,1.0,0.8998
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-24,2025,8,August,23,0,0.9128,0.979,1.0,0.8936
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-25,2025,8,August,68,0,0.9761,0.945,1.0,0.9225
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-26,2025,8,August,68,2,0.9732,0.986,0.9706,0.9314
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-27,2025,8,August,50,0,0.9185,0.9855,1.0,0.9051
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-28,2025,8,August,80,1,0.9134,0.9724,0.9875,0.8771
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-29,2025,8,August,60,1,0.9341,0.963,0.9833,0.8846
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-30,2025,8,August,22,0,0.8694,0.9415,1.0,0.8185
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-08-31,2025,8,August,24,0,0.9615,0.9864,1.0,0.9484
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-01,2025,9,September,110,0,0.9533,0.9574,1.0,0.9127
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-02,2025,9,September,68,0,0.9858,0.9772,1.0,0.9633
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-03,2025,9,September,93,1,0.8904,0.9488,0.9892,0.8357
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-04,2025,9,September,88,2,0.89,0.9727,0.9773,0.846
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-05,2025,9,September,81,0,0.966,0.9961,1.0,0.9623
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-06,2025,9,September,29,0,1.0,1.0261,1.0,1.0261
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-07,2025,9,September,20,0,1.0,0.9723,1.0,0.9723
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-08,2025,9,September,78,0,0.943,0.9656,1.0,0.9105
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-09,2025,9,September,94,0,0.9291,0.977,1.0,0.9077
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-10,2025,9,September,98,0,0.907,0.9658,1.0,0.876
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-11,2025,9,September,78,0,0.8951,0.9955,1.0,0.8911
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-12,2025,9,September,77,0,0.8887,0.966,1.0,0.8585
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-13,2025,9,September,25,0,0.8835,0.9936,1.0,0.8778
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-14,2025,9,September,32,0,0.9302,0.9856,1.0,0.9168
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-15,2025,9,September,89,1,0.9689,0.9765,0.9888,0.9355
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-16,2025,9,September,87,0,0.8576,1.019,1.0,0.8739
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-17,2025,9,September,67,2,0.8869,0.9538,0.9701,0.8207
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-18,2025,9,September,87,0,0.9202,0.9867,1.0,0.9079
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-19,2025,9,September,94,2,0.916,1.0159,0.9787,0.9108
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-20,2025,9,September,26,0,1.0,0.9675,1.0,0.9675
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-21,2025,9,September,33,0,1.0,1.0197,1.0,1.0197
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-22,2025,9,September,89,0,0.9768,0.9741,1.0,0.9516
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-23,2025,9,September,107,0,0.9939,0.9871,1.0,0.9811
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-24,2025,9,September,57,0,0.9348,0.9628,1.0,0.9001
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-25,2025,9,September,99,0,0.915,0.9973,1.0,0.9125
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-26,2025,9,September,96,0,0.8645,0.9911,1.0,0.8568
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-27,2025,9,September,28,0,0.8619,0.9568,1.0,0.8247
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-28,2025,9,September,33,0,0.9665,0.9759,1.0,0.9433
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-29,2025,9,September,97,1,0.8724,0.9718,0.9897,0.8391
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-09-30,2025,9,September,95,2,0.977,0.9703,0.9789,0.928
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-01,2025,10,October,88,1,0.9582,0.973,0.9886,0.9217
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-02,2025,10,October,84,0,0.9255,0.962,1.0,0.8903
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-03,2025,10,October,77,0,0.9647,0.972,1.0,0.9377
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-04,2025,10,October,34,1,0.9264,0.962,0.9706,0.865
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-05,2025,10,October,30,1,0.8501,0.9385,0.9667,0.7712
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-06,2025,10,October,92,1,0.9221,0.9815,0.9891,0.8953
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-07,2025,10,October,99,0,0.9416,0.9556,1.0,0.8999
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-08,2025,10,October,91,1,0.9007,0.9759,0.989,0.8693
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-09,2025,10,October,78,1,0.8696,0.9748,0.9872,0.8368
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-10,2025,10,October,80,3,0.9309,0.9767,0.9625,0.8752
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-11,2025,10,October,30,0,0.9667,0.9567,1.0,0.9248
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-12,2025,10,October,28,0,1.0,1.0348,1.0,1.0348
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-13,2025,10,October,81,0,0.9492,0.9798,1.0,0.93
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-14,2025,10,October,79,0,0.9479,0.9779,1.0,0.927
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-15,2025,10,October,77,0,0.9904,0.9895,1.0,0.98
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-16,2025,10,October,116,1,0.9691,0.9907,0.9914,0.9518
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-17,2025,10,October,96,2,0.9689,0.9647,0.9792,0.9152
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-18,2025,10,October,26,0,0.7653,0.9536,1.0,0.7298
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-19,2025,10,October,30,0,0.8856,0.9628,1.0,0.8526
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-20,2025,10,October,82,1,0.9795,0.9594,0.9878,0.9283
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-21,2025,10,October,79,2,0.9577,0.9696,0.9747,0.905
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-22,2025,10,October,84,1,0.9571,0.9968,0.9881,0.9427
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-23,2025,10,October,84,2,0.937,0.98,0.9762,0.8964
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-24,2025,10,October,90,0,0.9162,0.9819,1.0,0.8996
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-25,2025,10,October,30,0,1.0,0.9884,1.0,0.9884
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-26,2025,10,October,34,0,0.8244,1.004,1.0,0.8276
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-27,2025,10,October,87,0,0.9354,1.0142,1.0,0.9487
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-28,2025,10,October,86,0,0.919,0.9866,1.0,0.9067
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-29,2025,10,October,80,0,0.9698,0.9941,1.0,0.964
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-30,2025,10,October,61,1,0.9939,0.9778,0.9836,0.956
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-10-31,2025,10,October,97,0,0.9264,0.9443,1.0,0.8748
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-01,2025,11,November,27,0,0.9641,1.0055,1.0,0.9694
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-02,2025,11,November,28,0,1.0,0.9179,1.0,0.9179
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-03,2025,11,November,73,0,0.8848,0.9612,1.0,0.8505
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-04,2025,11,November,84,0,1.0,0.9918,1.0,0.9918
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-05,2025,11,November,85,1,0.9629,0.9839,0.9882,0.9362
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-06,2025,11,November,78,0,0.9204,0.9891,1.0,0.9104
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-07,2025,11,November,100,0,0.9535,0.9755,1.0,0.9302
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-08,2025,11,November,32,1,0.9352,0.9828,0.9688,0.8904
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-09,2025,11,November,26,0,0.9586,0.9492,1.0,0.9099
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-10,2025,11,November,86,0,0.8953,0.9951,1.0,0.891
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-11,2025,11,November,86,1,0.9294,0.9987,0.9884,0.9174
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-12,2025,11,November,66,0,0.9547,0.9722,1.0,0.9282
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-13,2025,11,November,84,1,0.9737,0.9668,0.9881,0.9301
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-14,2025,11,November,97,1,0.9561,0.9717,0.9897,0.9194
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-15,2025,11,November,33,0,1.0,1.0306,1.0,1.0306
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-16,2025,11,November,34,0,0.9349,0.9032,1.0,0.8444
6,Powertrain Assembly - Station 06,Powertrain Assembly,2025-11-17,2025,11,November,78,1,0.9696,0.9527,0.9872,0.9119
