station_id,station_name,station_type,station_sequence_order,full_date,year,month,month_name,is_weekend,n_operations,avg_actual_cycle_time,avg_standard_cycle_time,avg_variance_minutes,total_downtime_minutes,n_downtime_events
5,Painting - Station 05,Painting,5,2025-03-14,2025,3,March,0,109,16.89,16.6,0.29,529.6,38
5,Painting - Station 05,Painting,5,2025-03-15,2025,3,March,1,34,17.19,16.6,0.59,101.5,8
5,Painting - Station 05,Painting,5,2025-03-16,2025,3,March,1,31,16.83,16.6,0.23,178.5,14
5,Painting - Station 05,Painting,5,2025-03-17,2025,3,March,0,86,16.77,16.6,0.17,304.9,23
5,Painting - Station 05,Painting,5,2025-03-18,2025,3,March,0,90,16.78,16.6,0.18,380.5,25
5,Painting - Station 05,Painting,5,2025-03-19,2025,3,March,0,92,17.22,16.6,0.62,433.2,30
5,Painting - Station 05,Painting,5,2025-03-20,2025,3,March,0,98,16.81,16.6,0.21,352.2,26
5,Painting - Station 05,Painting,5,2025-03-21,2025,3,March,0,93,16.47,16.6,-0.13,434.1,31
5,Painting - Station 05,Painting,5,2025-03-22,2025,3,March,1,27,17.19,16.6,0.59,132.0,9
5,Painting - Station 05,Painting,5,2025-03-23,2025,3,March,1,29,16.22,16.6,-0.38,170.5,13
5,Painting - Station 05,Painting,5,2025-03-24,2025,3,March,0,91,16.48,16.6,-0.12,386.1,27
5,Painting - Station 05,Painting,5,2025-03-25,2025,3,March,0,79,16.8,16.6,0.2,374.1,27
5,Painting - Station 05,Painting,5,2025-03-26,2025,3,March,0,80,16.25,16.6,-0.35,269.6,21
5,Painting - Station 05,Painting,5,2025-03-27,2025,3,March,0,92,16.9,16.6,0.3,363.8,28
5,Painting - Station 05,Painting,5,2025-03-28,2025,3,March,0,88,16.99,16.6,0.39,321.4,24
5,Painting - Station 05,Painting,5,2025-03-29,2025,3,March,1,40,16.26,16.6,-0.34,178.8,13
5,Painting - Station 05,Painting,5,2025-03-30,2025,3,March,1,27,17.14,16.6,0.54,153.5,11
5,Painting - Station 05,Painting,5,2025-03-31,2025,3,March,0,82,17.09,16.6,0.49,376.2,28
5,Painting - Station 05,Painting,5,2025-04-01,2025,4,April,0,87,17.42,16.6,0.82,328.4,26
5,Painting - Station 05,Painting,5,2025-04-02,2025,4,April,0,86,16.48,16.6,-0.12,395.1,28
5,Painting - Station 05,Painting,5,2025-04-03,2025,4,April,0,94,17.15,16.6,0.55,489.3,35
5,Painting - Station 05,Painting,5,2025-04-04,2025,4,April,0,95,16.98,16.6,0.38,413.5,30
5,Painting - Station 05,Painting,5,2025-04-05,2025,4,April,1,32,16.24,16.6,-0.36,138.0,9
5,Painting - Station 05,Painting,5,2025-04-06,2025,4,April,1,30,17.03,16.6,0.43,131.2,11
5,Painting - Station 05,Painting,5,2025-04-07,2025,4,April,0,79,17.07,16.6,0.47,392.2,28
5,Painting - Station 05,Painting,5,2025-04-08,2025,4,April,0,104,17.18,16.6,0.58,472.7,34
5,Painting - Station 05,Painting,5,2025-04-09,2025,4,April,0,109,17.1,16.6,0.5,574.0,41
5,Painting - Station 05,Painting,5,2025-04-10,2025,4,April,0,91,16.85,16.6,0.25,298.8,21
5,Painting - Station 05,Painting,5,2025-04-11,2025,4,April,0,69,17.23,16.6,0.63,295.3,21
5,Painting - Station 05,Painting,5,2025-04-12,2025,4,April,1,28,17.18,16.6,0.58,118.4,10
5,Painting - Station 05,Painting,5,2025-04-13,2025,4,April,1,28,16.63,16.6,0.03,142.3,10
5,Painting - Station 05,Painting,5,2025-04-14,2025,4,April,0,71,16.19,16.6,-0.41,288.5,21
5,Painting - Station 05,Painting,5,2025-04-15,2025,4,April,0,93,16.97,16.6,0.37,344.7,24
5,Painting - Station 05,Painting,5,2025-04-16,2025,4,April,0,104,17.09,16.6,0.49,571.3,39
5,Painting - Station 05,Painting,5,2025-04-17,2025,4,April,0,84,16.5,16.6,-0.1,488.7,38
5,Painting - Station 05,Painting,5,2025-04-18,2025,4,April,0,95,16.76,16.6,0.16,434.3,31
5,Painting - Station 05,Painting,5,2025-04-19,2025,4,April,1,32,16.63,16.6,0.03,140.8,10
5,Painting - Station 05,Painting,5,2025-04-20,2025,4,April,1,33,16.65,16.6,0.05,162.1,12
5,Painting - Station 05,Painting,5,2025-04-21,2025,4,April,0,91,16.58,16.6,-0.02,402.3,28
5,Painting - Station 05,Painting,5,2025-04-22,2025,4,April,0,86,16.89,16.6,0.29,331.6,24
5,Painting - Station 05,Painting,5,2025-04-23,2025,4,April,0,97,16.46,16.6,-0.14,385.9,29
5,Painting - Station 05,Painting,5,2025-04-24,2025,4,April,0,79,16.92,16.6,0.32,358.7,28
5,Painting - Station 05,Painting,5,2025-04-25,2025,4,April,0,90,17.25,16.6,0.65,409.4,29
5,Painting - Station 05,Painting,5,2025-04-26,2025,4,April,1,37,17.14,16.6,0.54,183.2,14
5,Painting - Station 05,Painting,5,2025-04-27,2025,4,April,1,34,16.95,16.6,0.35,122.2,8
5,Painting - Station 05,Painting,5,2025-04-28,2025,4,April,0,76,16.72,16.6,0.12,445.2,31
5,Painting - Station 05,Painting,5,2025-04-29,2025,4,April,0,95,16.78,16.6,0.18,387.0,28
5,Painting - Station 05,Painting,5,2025-04-30,2025,4,April,0,87,16.82,16.6,0.22,369.0,26
5,Painting - Station 05,Painting,5,2025-05-01,2025,5,May,0,87,16.84,16.6,0.24,380.6,25
5,Painting - Station 05,Painting,5,2025-05-02,2025,5,May,0,97,16.66,16.6,0.06,487.1,34
5,Painting - Station 05,Painting,5,2025-05-03,2025,5,May,1,38,16.4,16.6,-0.2,158.5,10
5,Painting - Station 05,Painting,5,2025-05-04,2025,5,May,1,33,17.19,16.6,0.59,169.8,12
5,Painting - Station 05,Painting,5,2025-05-05,2025,5,May,0,79,16.46,16.6,-0.14,302.4,23
5,Painting - Station 05,Painting,5,2025-05-06,2025,5,May,0,88,17.46,16.6,0.86,418.5,30
5,Painting - Station 05,Painting,5,2025-05-07,2025,5,May,0,73,16.82,16.6,0.22,307.4,23
5,Painting - Station 05,Painting,5,2025-05-08,2025,5,May,0,79,17.15,16.6,0.55,468.8,33
5,Painting - Station 05,Painting,5,2025-05-09,2025,5,May,0,76,16.5,16.6,-0.1,310.6,23
5,Painting - Station 05,Painting,5,2025-05-10,2025,5,May,1,33,17.33,16.6,0.73,128.9,9
5,Painting - Station 05,Painting,5,2025-05-11,2025,5,May,1,37,17.03,16.6,0.43,138.3,11
5,Painting - Station 05,Painting,5,2025-05-12,2025,5,May,0,107,16.35,16.6,-0.25,413.6,30
5,Painting - Station 05,Painting,5,2025-05-13,2025,5,May,0,127,16.47,16.6,-0.13,621.8,42
5,Painting - Station 05,Painting,5,2025-05-14,2025,5,May,0,88,16.97,16.6,0.37,439.9,32
5,Painting - Station 05,Painting,5,2025-05-15,2025,5,May,0,93,17.04,16.6,0.44,473.6,32
5,Painting - Station 05,Painting,5,2025-05-16,2025,5,May,0,83,17.2,16.6,0.6,364.4,26
5,Painting - Station 05,Painting,5,2025-05-17,2025,5,May,1,31,17.13,16.6,0.53,108.1,8
5,Painting - Station 05,Painting,5,2025-05-18,2025,5,May,1,33,16.99,16.6,0.39,134.1,10
5,Painting - Station 05,Painting,5,2025-05-19,2025,5,May,0,80,16.84,16.6,0.24,345.4,25
5,Painting - Station 05,Painting,5,2025-05-20,2025,5,May,0,87,16.85,16.6,0.25,376.2,27
5,Painting - Station 05,Painting,5,2025-05-21,2025,5,May,0,82,17.22,16.6,0.62,301.0,19
5,Painting - Station 05,Painting,5,2025-05-22,2025,5,May,0,97,16.35,16.6,-0.25,456.7,32
5,Painting - Station 05,Painting,5,2025-05-23,2025,5,May,0,97,16.98,16.6,0.38,367.7,27
5,Painting - Station 05,Painting,5,2025-05-24,2025,5,May,1,35,17.39,16.6,0.79,182.5,14
5,Painting - Station 05,Painting,5,2025-05-25,2025,5,May,1,33,16.64,16.6,0.04,152.7,11
5,Painting - Station 05,Painting,5,2025-05-26,2025,5,May,0,63,17.22,16.6,0.62,240.4,17
5,Painting - Station 05,Painting,5,2025-05-27,2025,5,May,0,92,17.02,16.6,0.42,469.3,30
5,Painting - Station 05,Painting,5,2025-05-28,2025,5,May,0,77,16.87,16.6,0.27,417.1,29
5,Painting - Station 05,Painting,5,2025-05-29,2025,5,May,0,101,16.46,16.6,-0.14,508.5,37
5,Painting - Station 05,Painting,5,2025-05-30,2025,5,May,0,111,16.86,16.6,0.26,593.6,40
5,Painting - Station 05,Painting,5,2025-05-31,2025,5,May,1,25,17.39,16.6,0.79,80.8,7
5,Painting - Station 05,Painting,5,2025-06-01,2025,6,June,1,29,17.0,16.6,0.4,120.7,8
5,Painting - Station 05,Painting,5,2025-06-02,2025,6,June,0,79,16.94,16.6,0.34,383.9,25
5,Painting - Station 05,Painting,5,2025-06-03,2025,6,June,0,73,16.88,16.6,0.28,306.6,22
5,Painting - Station 05,Painting,5,2025-06-04,2025,6,June,0,92,17.26,16.6,0.66,392.8,30
5,Painting - Station 05,Painting,5,2025-06-05,2025,6,June,0,83,16.81,16.6,0.21,275.2,21
5,Painting - Station 05,Painting,5,2025-06-06,2025,6,June,0,82,16.67,16.6,0.06,431.3,33
5,Painting - Station 05,Painting,5,2025-06-07,2025,6,June,1,26,16.91,16.6,0.31,103.1,7
5,Painting - Station 05,Painting,5,2025-06-08,2025,6,June,1,28,16.42,16.6,-0.18,182.6,13
5,Painting - Station 05,Painting,5,2025-06-09,2025,6,June,0,64,16.89,16.6,0.29,261.8,20
5,Painting - Station 05,Painting,5,2025-06-10,2025,6,June,0,69,17.22,16.6,0.62,229.5,16
5,Painting - Station 05,Painting,5,2025-06-11,2025,6,June,0,67,16.97,16.6,0.37,245.5,19
5,Painting - Station 05,Painting,5,2025-06-12,2025,6,June,0,80,16.89,16.6,0.29,295.0,20
5,Painting - Station 05,Painting,5,2025-06-13,2025,6,June,0,78,17.07,16.6,0.47,374.9,27
5,Painting - Station 05,Painting,5,2025-06-14,2025,6,June,1,24,16.61,16.6,0.01,105.5,7
5,Painting - Station 05,Painting,5,2025-06-15,2025,6,June,1,28,17.56,16.6,0.96,135.4,8
5,Painting - Station 05,Painting,5,2025-06-16,2025,6,June,0,59,16.08,16.6,-0.52,348.1,23
5,Painting - Station 05,Painting,5,2025-06-17,2025,6,June,0,90,16.76,16.6,0.16,525.8,38
5,Painting - Station 05,Painting,5,2025-06-18,2025,6,June,0,82,17.35,16.6,0.75,342.3,24
5,Painting - Station 05,Painting,5,2025-06-19,2025,6,June,0,89,16.59,16.6,-0.01,396.9,31
5,Painting - Station 05,Painting,5,2025-06-20,2025,6,June,0,89,17.23,16.6,0.63,450.7,32
5,Painting - Station 05,Painting,5,2025-06-21,2025,6,June,1,19,18.03,16.6,1.43,69.5,5
5,Painting - Station 05,Painting,5,2025-06-22,2025,6,June,1,28,15.71,16.6,-0.89,134.7,10
5,Painting - Station 05,Painting,5,2025-06-23,2025,6,June,0,75,16.88,16.6,0.28,267.7,19
5,Painting - Station 05,Painting,5,2025-06-24,2025,6,June,0,74,16.46,16.6,-0.14,415.1,31
5,Painting - Station 05,Painting,5,2025-06-25,2025,6,June,0,71,17.11,16.6,0.51,365.2,26
5,Painting - Station 05,Painting,5,2025-06-26,2025,6,June,0,82,16.93,16.6,0.33,449.8,30
5,Painting - Station 05,Painting,5,2025-06-27,2025,6,June,0,72,16.94,16.6,0.34,357.0,23
5,Painting - Station 05,Painting,5,2025-06-28,2025,6,June,1,25,16.58,16.6,-0.02,106.1,7
5,Painting - Station 05,Painting,5,2025-06-29,2025,6,June,1,31,16.38,16.6,-0.22,200.9,14
5,Painting - Station 05,Painting,5,2025-06-30,2025,6,June,0,76,16.62,16.6,0.02,328.2,24
5,Painting - Station 05,Painting,5,2025-07-01,2025,7,July,0,49,17.5,16.6,0.9,162.9,13
5,Painting - Station 05,Painting,5,2025-07-02,2025,7,July,0,56,16.67,16.6,0.07,213.7,18
5,Painting - Station 05,Painting,5,2025-07-03,2025,7,July,0,60,16.73,16.6,0.13,298.3,20
5,Painting - Station 05,Painting,5,2025-07-04,2025,7,July,0,64,16.87,16.6,0.27,337.6,25
5,Painting - Station 05,Painting,5,2025-07-05,2025,7,July,1,23,16.99,16.6,0.39,129.5,9
5,Painting - Station 05,Painting,5,2025-07-06,2025,7,July,1,20,16.62,16.6,0.02,70.6,5
5,Painting - Station 05,Painting,5,2025-07-07,2025,7,July,0,70,17.09,16.6,0.49,375.3,27
5,Painting - Station 05,Painting,5,2025-07-08,2025,7,July,0,53,16.52,16.6,-0.08,199.6,14
5,Painting - Station 05,Painting,5,2025-07-09,2025,7,July,0,62,17.04,16.6,0.44,293.0,20
5,Painting - Station 05,Painting,5,2025-07-10,2025,7,July,0,70,16.92,16.6,0.32,286.2,21
5,Painting - Station 05,Painting,5,2025-07-11,2025,7,July,0,59,17.11,16.6,0.51,227.0,17
5,Painting - Station 05,Painting,5,2025-07-12,2025,7,July,1,23,17.0,16.6,0.4,104.9,7
5,Painting - Station 05,Painting,5,2025-07-13,2025,7,July,1,20,16.71,16.6,0.11,110.9,8
5,Painting - Station 05,Painting,5,2025-07-14,2025,7,July,0,54,16.98,16.6,0.38,314.1,21
5,Painting - Station 05,Painting,5,2025-07-15,2025,7,July,0,68,17.04,16.6,0.44,415.3,29
5,Painting - Station 05,Painting,5,2025-07-16,2025,7,July,0,58,17.52,16.6,0.92,267.4,19
5,Painting - Station 05,Painting,5,2025-07-17,2025,7,July,0,61,17.15,16.6,0.55,249.3,17
5,Painting - Station 05,Painting,5,2025-07-18,2025,7,July,0,55,16.45,16.6,-0.15,260.4,19
5,Painting - Station 05,Painting,5,2025-07-19,2025,7,July,1,24,16.37,16.6,-0.23,127.4,10
5,Painting - Station 05,Painting,5,2025-07-20,2025,7,July,1,20,16.91,16.6,0.31,106.7,8
5,Painting - Station 05,Painting,5,2025-07-21,2025,7,July,0,65,17.04,16.6,0.44,262.8,18
5,Painting - Station 05,Painting,5,2025-07-22,2025,7,July,0,67,17.44,16.6,0.84,289.3,19
5,Painting - Station 05,Painting,5,2025-07-23,2025,7,July,0,55,17.21,16.6,0.61,236.7,18
5,Painting - Station 05,Painting,5,2025-07-24,2025,7,July,0,70,17.1,16.6,0.5,257.2,21
5,Painting - Station 05,Painting,5,2025-07-25,2025,7,July,0,60,17.26,16.6,0.66,275.6,19
5,Painting - Station 05,Painting,5,2025-07-26,2025,7,July,1,23,17.09,16.6,0.49,79.9,5
5,Painting - Station 05,Painting,5,2025-07-27,2025,7,July,1,26,16.22,16.6,-0.38,103.4,9
5,Painting - Station 05,Painting,5,2025-07-28,2025,7,July,0,67,16.58,16.6,-0.02,253.8,19
5,Painting - Station 05,Painting,5,2025-07-29,2025,7,July,0,61,17.58,16.6,0.98,260.2,17
5,Painting - Station 05,Painting,5,2025-07-30,2025,7,July,0,65,16.98,16.6,0.38,258.9,21
5,Painting - Station 05,Painting,5,2025-07-31,2025,7,July,0,69,17.35,16.6,0.75,306.4,24
5,Painting - Station 05,Painting,5,2025-08-01,2025,8,August,0,59,16.25,16.6,-0.35,198.2,16
5,Painting - Station 05,Painting,5,2025-08-02,2025,8,August,1,18,16.63,16.6,0.03,46.8,4
5,Painting - Station 05,Painting,5,2025-08-03,2025,8,August,1,24,16.39,16.6,-0.21,76.9,6
5,Painting - Station 05,Painting,5,2025-08-04,2025,8,August,0,59,16.98,16.6,0.38,378.1,25
5,Painting - Station 05,Painting,5,2025-08-05,2025,8,August,0,74,17.13,16.6,0.53,400.6,29
5,Painting - Station 05,Painting,5,2025-08-06,2025,8,August,0,42,16.68,16.6,0.08,182.7,14
5,Painting - Station 05,Painting,5,2025-08-07,2025,8,August,0,44,16.76,16.6,0.16,106.2,8
5,Painting - Station 05,Painting,5,2025-08-08,2025,8,August,0,61,16.7,16.6,0.1,286.6,22
5,Painting - Station 05,Painting,5,2025-08-09,2025,8,August,1,19,16.84,16.6,0.24,91.6,7
5,Painting - Station 05,Painting,5,2025-08-10,2025,8,August,1,20,17.16,16.6,0.56,112.5,8
5,Painting - Station 05,Painting,5,2025-08-11,2025,8,August,0,59,17.1,16.6,0.5,233.6,16
5,Painting - Station 05,Painting,5,2025-08-12,2025,8,August,0,71,17.08,16.6,0.48,314.5,23
5,Painting - Station 05,Painting,5,2025-08-13,2025,8,August,0,65,17.07,16.6,0.47,251.1,18
5,Painting - Station 05,Painting,5,2025-08-14,2025,8,August,0,66,16.46,16.6,-0.14,219.1,17
5,Painting - Station 05,Painting,5,2025-08-15,2025,8,August,0,73,17.04,16.6,0.44,273.8,20
5,Painting - Station 05,Painting,5,2025-08-16,2025,8,August,1,24,17.36,16.6,0.76,120.7,9
5,Painting - Station 05,Painting,5,2025-08-17,2025,8,August,1,25,16.82,16.6,0.22,112.9,7
5,Painting - Station 05,Painting,5,2025-08-18,2025,8,August,0,57,16.89,16.6,0.29,204.9,16
5,Painting - Station 05,Painting,5,2025-08-19,2025,8,August,0,73,17.33,16.6,0.73,240.9,19
5,Painting - Station 05,Painting,5,2025-08-20,2025,8,August,0,66,16.85,16.6,0.25,380.0,27
5,Painting - Station 05,Painting,5,2025-08-21,2025,8,August,0,56,16.81,16.6,0.21,276.4,19
5,Painting - Station 05,Painting,5,2025-08-22,2025,8,August,0,52,17.1,16.6,0.5,260.7,20
5,Painting - Station 05,Painting,5,2025-08-23,2025,8,August,1,21,16.44,16.6,-0.16,95.6,7
5,Painting - Station 05,Painting,5,2025-08-24,2025,8,August,1,23,17.63,16.6,1.03,99.7,8
5,Painting - Station 05,Painting,5,2025-08-25,2025,8,August,0,68,16.59,16.6,-0.01,338.1,24
5,Painting - Station 05,Painting,5,2025-08-26,2025,8,August,0,68,16.61,16.6,0.01,359.9,25
5,Painting - Station 05,Painting,5,2025-08-27,2025,8,August,0,50,16.71,16.6,0.11,220.5,16
5,Painting - Station 05,Painting,5,2025-08-28,2025,8,August,0,80,16.68,16.6,0.08,334.1,23
5,Painting - Station 05,Painting,5,2025-08-29,2025,8,August,0,60,16.36,16.6,-0.24,272.5,18
5,Painting - Station 05,Painting,5,2025-08-30,2025,8,August,1,22,17.7,16.6,1.1,109.5,8
5,Painting - Station 05,Painting,5,2025-08-31,2025,8,August,1,24,16.44,16.6,-0.16,108.4,9
5,Painting - Station 05,Painting,5,2025-09-01,2025,9,September,0,110,16.72,16.6,0.12,472.8,34
5,Painting - Station 05,Painting,5,2025-09-02,2025,9,September,0,68,16.79,16.6,0.19,402.1,26
5,Painting - Station 05,Painting,5,2025-09-03,2025,9,September,0,93,16.82,16.6,0.22,347.0,27
5,Painting - Station 05,Painting,5,2025-09-04,2025,9,September,0,88,16.59,16.6,-0.01,405.4,30
5,Painting - Station 05,Painting,5,2025-09-05,2025,9,September,0,81,16.67,16.6,0.07,296.2,22
5,Painting - Station 05,Painting,5,2025-09-06,2025,9,September,1,29,16.33,16.6,-0.27,73.4,6
5,Painting - Station 05,Painting,5,2025-09-07,2025,9,September,1,20,16.51,16.6,-0.09,95.5,7
5,Painting - Station 05,Painting,5,2025-09-08,2025,9,September,0,78,17.12,16.6,0.52,381.7,29
5,Painting - Station 05,Painting,5,2025-09-09,2025,9,September,0,94,16.8,16.6,0.2,441.7,32
5,Painting - Station 05,Painting,5,2025-09-10,2025,9,September,0,98,16.29,16.6,-0.31,374.1,28
5,Painting - Station 05,Painting,5,2025-09-11,2025,9,September,0,78,16.84,16.6,0.24,354.8,24
5,Painting - Station 05,Painting,5,2025-09-12,2025,9,September,0,77,16.64,16.6,0.04,305.9,22
5,Painting - Station 05,Painting,5,2025-09-13,2025,9,September,1,25,16.53,16.6,-0.07,129.9,9
5,Painting - Station 05,Painting,5,2025-09-14,2025,9,September,1,32,17.17,16.6,0.57,153.7,12
5,Painting - Station 05,Painting,5,2025-09-15,2025,9,September,0,89,16.81,16.6,0.21,343.3,27
5,Painting - Station 05,Painting,5,2025-09-16,2025,9,September,0,87,16.83,16.6,0.23,311.4,24
5,Painting - Station 05,Painting,5,2025-09-17,2025,9,September,0,67,17.08,16.6,0.48,318.4,22
5,Painting - Station 05,Painting,5,2025-09-18,2025,9,September,0,87,16.78,16.6,0.18,451.6,33
5,Painting - Station 05,Painting,5,2025-09-19,2025,9,September,0,94,16.43,16.6,-0.17,372.5,28
5,Painting - Station 05,Painting,5,2025-09-20,2025,9,September,1,26,16.69,16.6,0.09,107.5,7
5,Painting - Station 05,Painting,5,2025-09-21,2025,9,September,1,33,17.22,16.6,0.62,126.1,9
5,Painting - Station 05,Painting,5,2025-09-22,2025,9,September,0,89,16.67,16.6,0.07,336.9,26
5,Painting - Station 05,Painting,5,2025-09-23,2025,9,September,0,107,16.77,16.6,0.17,467.0,34
5,Painting - Station 05,Painting,5,2025-09-24,2025,9,September,0,57,16.72,16.6,0.12,227.9,15
5,Painting - Station 05,Painting,5,2025-09-25,2025,9,September,0,99,17.32,16.6,0.72,388.7,28
5,Painting - Station 05,Painting,5,2025-09-26,2025,9,September,0,96,16.66,16.6,0.06,393.7,29
5,Painting - Station 05,Painting,5,2025-09-27,2025,9,September,1,28,17.47,16.6,0.87,113.0,8
5,Painting - Station 05,Painting,5,2025-09-28,2025,9,September,1,33,17.37,16.6,0.77,175.8,13
5,Painting - Station 05,Painting,5,2025-09-29,2025,9,September,0,97,16.64,16.6,0.04,464.4,32
5,Painting - Station 05,Painting,5,2025-09-30,2025,9,September,0,95,17.04,16.6,0.44,489.0,35
5,Painting - Station 05,Painting,5,2025-10-01,2025,10,October,0,88,16.67,16.6,0.07,410.6,29
5,Painting - Station 05,Painting,5,2025-10-02,2025,10,October,0,84,17.02,16.6,0.42,383.9,28
5,Painting - Station 05,Painting,5,2025-10-03,2025,10,October,0,77,17.02,16.6,0.42,301.2,23
5,Painting - Station 05,Painting,5,2025-10-04,2025,10,October,1,34,17.11,16.6,0.51,100.9,7
5,Painting - Station 05,Painting,5,2025-10-05,2025,10,October,1,30,17.43,16.6,0.83,92.4,7
5,Painting - Station 05,Painting,5,2025-10-06,2025,10,October,0,92,16.85,16.6,0.25,376.4,27
5,Painting - Station 05,Painting,5,2025-10-07,2025,10,October,0,99,17.37,16.6,0.77,492.4,36
5,Painting - Station 05,Painting,5,2025-10-08,2025,10,October,0,91,16.61,16.6,0.01,339.7,27
5,Painting - Station 05,Painting,5,2025-10-09,2025,10,October,0,78,17.33,16.6,0.73,228.0,18
5,Painting - Station 05,Painting,5,2025-10-10,2025,10,October,0,80,16.69,16.6,0.09,319.4,22
5,Painting - Station 05,Painting,5,2025-10-11,2025,10,October,1,30,16.17,16.6,-0.43,161.1,11
5,Painting - Station 05,Painting,5,2025-10-12,2025,10,October,1,28,16.87,16.6,0.27,101.7,8
5,Painting - Station 05,Painting,5,2025-10-13,2025,10,October,0,81,16.86,16.6,0.26,436.1,30
5,Painting - Station 05,Painting,5,2025-10-14,2025,10,October,0,79,17.03,16.6,0.43,439.9,31
5,Painting - Station 05,Painting,5,2025-10-15,2025,10,October,0,77,16.98,16.6,0.38,320.2,23
5,Painting - Station 05,Painting,5,2025-10-16,2025,10,October,0,116,17.05,16.6,0.45,518.1,36
5,Painting - Station 05,Painting,5,2025-10-17,2025,10,October,0,96,16.88,16.6,0.28,439.2,31
5,Painting - Station 05,Painting,5,2025-10-18,2025,10,October,1,26,16.97,16.6,0.37,157.3,11
5,Painting - Station 05,Painting,5,2025-10-19,2025,10,October,1,30,17.0,16.6,0.4,105.2,7
5,Painting - Station 05,Painting,5,2025-10-20,2025,10,October,0,82,16.7,16.6,0.1,353.5,26
5,Painting - Station 05,Painting,5,2025-10-21,2025,10,October,0,79,16.56,16.6,-0.04,385.9,27
5,Painting - Station 05,Painting,5,2025-10-22,2025,10,October,0,84,16.7,16.6,0.1,473.1,34
5,Painting - Station 05,Painting,5,2025-10-23,2025,10,October,0,84,16.9,16.6,0.3,446.7,31
5,Painting - Station 05,Painting,5,2025-10-24,2025,10,October,0,90,16.63,16.6,0.03,489.5,32
5,Painting - Station 05,Painting,5,2025-10-25,2025,10,October,1,30,17.21,16.6,0.61,119.2,9
5,Painting - Station 05,Painting,5,2025-10-26,2025,10,October,1,34,17.55,16.6,0.95,141.7,10
5,Painting - Station 05,Painting,5,2025-10-27,2025,10,October,0,87,17.05,16.6,0.45,323.0,27
5,Painting - Station 05,Painting,5,2025-10-28,2025,10,October,0,86,17.28,16.6,0.68,362.3,27
5,Painting - Station 05,Painting,5,2025-10-29,2025,10,October,0,80,17.39,16.6,0.79,371.9,27
5,Painting - Station 05,Painting,5,2025-10-30,2025,10,October,0,61,17.07,16.6,0.47,294.2,21
5,Painting - Station 05,Painting,5,2025-10-31,2025,10,October,0,97,17.24,16.6,0.64,403.0,30
5,Painting - Station 05,Painting,5,2025-11-01,2025,11,November,1,27,17.38,16.6,0.78,79.5,5
5,Painting - Station 05,Painting,5,2025-11-02,2025,11,November,1,28,17.2,16.6,0.6,110.9,8
5,Painting - Station 05,Painting,5,2025-11-03,2025,11,November,0,73,17.24,16.6,0.64,343.9,27
5,Painting - Station 05,Painting,5,2025-11-04,2025,11,November,0,84,16.76,16.6,0.16,444.2,33
5,Painting - Station 05,Painting,5,2025-11-05,2025,11,November,0,85,16.51,16.6,-0.09,388.3,29
5,Painting - Station 05,Painting,5,2025-11-06,2025,11,November,0,78,16.49,16.6,-0.11,391.3,29
5,Painting - Station 05,Painting,5,2025-11-07,2025,11,November,0,100,17.15,16.6,0.55,372.3,26
5,Painting - Station 05,Painting,5,2025-11-08,2025,11,November,1,32,16.73,16.6,0.13,243.4,16
5,Painting - Station 05,Painting,5,2025-11-09,2025,11,November,1,26,17.19,16.6,0.59,98.7,8
5,Painting - Station 05,Painting,5,2025-11-10,2025,11,November,0,86,17.4,16.6,0.8,368.7,28
5,Painting - Station 05,Painting,5,2025-11-11,2025,11,November,0,86,16.86,16.6,0.26,320.4,23
5,Painting - Station 05,Painting,5,2025-11-12,2025,11,November,0,66,17.27,16.6,0.67,318.0,23
5,Painting - Station 05,Painting,5,2025-11-13,2025,11,November,0,84,17.1,16.6,0.5,313.5,22
5,Painting - Station 05,Painting,5,2025-11-14,2025,11,November,0,97,17.71,16.6,1.11,388.7,27
5,Painting - Station 05,Painting,5,2025-11-15,2025,11,November,1,33,16.89,16.6,0.29,153.6,11
5,Painting - Station 05,Painting,5,2025-11-16,2025,11,November,1,34,17.73,16.6,1.13,189.4,15
5,Painting - Station 05,Painting,5,2025-11-17,2025,11,November,0,78,16.69,16.6,0.09,298.5,22
5,Painting - Station 05,Painting,5,2025-11-18,2025,11,November,0,94,17.14,16.6,0.54,335.7,25
5,Painting - Station 05,Painting,5,2025-11-19,2025,11,November,0,88,17.16,16.6,0.56,399.4,28
5,Painting - Station 05,Painting,5,2025-11-20,2025,11,November,0,99,16.9,16.6,0.3,491.4,35
5,Painting - Station 05,Painting,5,2025-11-21,2025,11,November,0,82,16.81,16.6,0.21,439.3,30
5,Painting - Station 05,Painting,5,2025-11-22,2025,11,November,1,29,17.89,16.6,1.29,107.9,8
5,Painting - Station 05,Painting,5,2025-11-23,2025,11,November,1,32,16.83,16.6,0.23,106.1,8
5,Painting - Station 05,Painting,5,2025-11-24,2025,11,November,0,93,16.59,16.6,-0.01,442.8,31
5,Painting - Station 05,Painting,5,2025-11-25,2025,11,November,0,76,17.16,16.6,0.56,293.4,23
5,Painting - Station 05,Painting,5,2025-11-26,2025,11,November,0,82,16.78,16.6,0.18,391.4,26
5,Painting - Station 05,Painting,5,2025-11-27,2025,11,November,0,94,17.17,16.6,0.57,356.1,26
5,Painting - Station 05,Painting,5,2025-11-28,2025,11,November,0,110,17.25,16.6,0.65,448.5,32
5,Painting - Station 05,Painting,5,2025-11-29,2025,11,November,1,28,16.58,16.6,-0.02,121.7,9
