unit_id,model_name,segment,engine_type,trim_name,color_name,color_type,upholstery_material,upholstery_color,shift_name,production_start_date,start_year,start_quarter,start_month,start_month_name,production_end_date,total_actual_labor_hours,total_actual_cycle_time_minutes,total_material_cost,total_labor_cost,total_rework_cost,total_cost,final_qc_status
JP-0015469,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.0465,362.79,10619.19,337.07291250000003,0.0,10956.26,Pass
JP-0015470,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leather,Beige,Night,2025-03-25,2025,1,3,March,2025-03-25,6.060666666666666,374.64,10143.52,350.9627875,0.0,10494.48,Pass
JP-0015471,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leather,Beige,Morning,2025-03-25,2025,1,3,March,2025-03-25,6.059166666666667,363.55,10394.27,342.9092,0.0,10737.18,Pass
JP-0015472,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leather,Beige,Night,2025-03-25,2025,1,3,March,2025-03-25,6.084999999999999,372.7,10244.15,365.29634166666665,0.0,10609.45,Pass
JP-0015473,Jungle Fennec,Hatchback,1.4L Petrol,Base,Midnight Black,Solid,Leather,Beige,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.15,384.0,10253.86,331.54559166666667,0.0,10585.41,Pass
JP-0015474,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leatherette,Grey,Morning,2025-03-25,2025,1,3,March,2025-03-25,6.169,415.34,10980.11,339.250575,0.0,11319.36,Pass
JP-0015475,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leatherette,Grey,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.2945,419.97,11112.59,334.1365,0.0,11446.73,Pass
JP-0015476,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leatherette,Grey,Morning,2025-03-25,2025,1,3,March,2025-03-25,5.895833333333333,391.85,11174.6,342.81505,0.0,11517.42,Pass
JP-0015477,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leatherette,Grey,Evening,2025-03-25,2025,1,3,March,2025-03-25,5.996833333333333,412.81,11021.66,350.8640875,0.0,11372.52,Pass
JP-0015478,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Forest Green,Metallic,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.394999999999999,438.6,12739.43,334.07308333333333,0.0,13073.5,Pass
JP-0015479,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Forest Green,Metallic,Fabric,Black,Night,2025-03-25,2025,1,3,March,2025-03-25,6.057833333333334,363.47,12709.66,334.63335,0.0,13044.29,Pass
JP-0015480,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Forest Green,Metallic,Fabric,Black,Morning,2025-03-25,2025,1,3,March,2025-03-25,6.121666666666666,402.5,12678.65,338.9431333333333,0.0,13017.59,Pass
JP-0015481,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Forest Green,Metallic,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.010499999999999,378.83,12788.2,363.2757666666667,0.0,13151.48,Pass
JP-0015482,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Morning,2025-03-25,2025,1,3,March,2025-03-25,6.007833333333332,409.57,10241.55,342.15239583333334,0.0,10583.7,Pass
JP-0015483,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.032,361.92,10262.58,329.2297,0.0,10591.81,Pass
JP-0015484,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,5.982833333333333,358.97,10207.67,304.86120416666665,0.0,10512.53,Pass
JP-0015485,Jungle Fennec,Hatchback,1.4L Petrol,Base,Ocean Blue,Metallic,Fabric,Black,Evening,2025-03-25,2025,1,3,March,2025-03-25,6.166500000000001,382.69,10265.21,323.27143333333333,7.24,10595.72,Rework
JP-0015486,Jungle Owl,EV,Electric,Base,Copper Bronze,Pearl,Leather,Beige,Night,2025-03-25,2025,1,3,March,2025-03-25,6.037333333333334,417.84,11295.01,358.6859625,0.0,11653.7,Pass
JP-0015487,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Night,2025-03-25,2025,1,3,March,2025-03-25,5.986833333333334,408.71,10530.01,335.0608833333333,0.0,10865.07,Pass
JP-0015488,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leatherette,Grey,Morning,2025-03-25,2025,1,3,March,2025-03-25,5.836666666666667,365.0,10655.7,321.825075,94.27,11071.8,Rework
JP-0015489,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.9885,410.91,12188.69,353.4584541666667,2.09,12544.24,Pass
JP-0015490,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.812333333333333,367.04,12242.68,344.28395,0.0,12586.96,Pass
JP-0015491,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.222833333333333,373.37,12129.81,362.171675,0.0,12491.98,Pass
JP-0015492,Jungle Owl,EV,Electric,Comfort,Forest Green,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.028666666666666,400.32,12196.06,349.8231583333333,0.0,12545.88,Pass
JP-0015493,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.984833333333332,382.19,10194.15,372.12003333333337,0.0,10566.27,Pass
JP-0015494,Jungle Lynx,Sedan,1.6L Diesel,Base,Pearl Ivory,Pearl,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.2075,415.45,10656.41,369.02840833333335,0.0,11025.44,Pass
JP-0015495,Jungle Lynx,Sedan,1.6L Diesel,Base,Pearl Ivory,Pearl,Leatherette,Grey,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.2620000000000005,375.72,10437.73,342.0515,9.91,10789.69,Rework
JP-0015496,Jungle Lynx,Sedan,1.6L Diesel,Base,Pearl Ivory,Pearl,Leatherette,Grey,Night,2025-03-26,2025,1,3,March,2025-03-26,6.025666666666666,361.54,10678.25,341.0380125,0.0,11019.29,Pass
JP-0015497,Jungle Lynx,Sedan,1.6L Diesel,Base,Pearl Ivory,Pearl,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.126333333333333,411.68,10495.78,314.5374458333333,0.0,10810.32,Pass
JP-0015498,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.8805,352.83,10701.44,346.0439416666667,0.0,11047.48,Pass
JP-0015499,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.769499999999999,346.17,10706.06,354.47345416666667,0.0,11060.53,Pass
JP-0015500,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Arctic White,Solid,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-26,6.143666666666667,405.22,11162.91,370.9788041666666,0.0,11533.89,Pass
JP-0015501,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-27,6.228833333333333,487.13,10575.36,342.03422916666665,0.0,10917.39,Pass
JP-0015502,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Beige,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.944999999999999,395.4,10637.16,351.757175,0.0,10988.92,Pass
JP-0015503,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.310333333333333,395.82,10650.64,365.6802375,0.0,11016.32,Pass
JP-0015504,Jungle Lynx,Sedan,1.6L Diesel,Base,Forest Green,Metallic,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-26,5.983666666666666,365.52,10576.52,332.9008,0.0,10909.42,Pass
JP-0015505,Jungle Owl,EV,Electric,Luxury,Midnight Black,Solid,Leather,Beige,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.065166666666667,403.51,13569.61,314.983925,0.0,13884.59,Pass
JP-0015506,Jungle Owl,EV,Electric,Luxury,Midnight Black,Solid,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-26,5.949666666666667,381.98,13807.99,316.5238375,0.0,14124.51,Pass
JP-0015507,Jungle Owl,EV,Electric,Luxury,Midnight Black,Solid,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-26,6.063166666666667,387.99,13566.78,337.6052833333333,0.0,13904.39,Pass
JP-0015508,Jungle Owl,EV,Electric,Luxury,Midnight Black,Solid,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.131500000000001,384.69,13679.23,351.3590625,0.0,14030.59,Pass
JP-0015509,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.913166666666667,431.89,10234.83,343.58037083333335,0.0,10578.41,Pass
JP-0015510,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.067666666666667,432.66,10168.7,384.9266916666666,0.0,10553.63,Pass
JP-0015511,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Fabric,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.002666666666666,391.16,11018.68,349.80035,0.0,11368.48,Pass
JP-0015512,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.088333333333334,365.3,11143.21,334.89751666666666,0.0,11478.11,Pass
JP-0015513,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Ocean Blue,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.031833333333333,361.91,11141.97,320.6844,117.07,11579.72,Rework
JP-0015514,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Steel Grey,Metallic,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.320666666666667,412.74,11309.23,364.4255875,0.0,11673.66,Pass
JP-0015515,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Steel Grey,Metallic,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.479000000000001,410.84,11087.98,346.0306125,0.0,11434.01,Pass
JP-0015516,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.814333333333333,384.26,10674.21,331.6882875,0.0,11005.9,Pass
JP-0015517,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.9115,371.89,10598.68,317.1088041666667,0.0,10915.79,Pass
JP-0015518,Jungle Lynx,Sedan,1.6L Diesel,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.082833333333335,414.07,10701.8,349.6963333333333,0.0,11051.5,Pass
JP-0015519,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.814166666666667,348.85,10247.05,364.3949958333334,0.0,10611.44,Pass
JP-0015520,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.1435,381.61,10337.23,334.9457708333333,0.0,10672.18,Pass
JP-0015521,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.2725,402.25,10252.29,355.09546666666665,0.0,10607.39,Pass
JP-0015522,Jungle Fennec,Hatchback,1.4L Petrol,Base,Copper Bronze,Pearl,Leather,Beige,Night,2025-03-26,2025,1,3,March,2025-03-26,6.3125,416.95,10348.17,333.03264583333333,0.0,10681.2,Pass
JP-0015523,Jungle Owl,EV,Electric,Comfort,Midnight Black,Solid,Fabric,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.035166666666668,390.01,12202.76,359.3071458333333,0.0,12562.07,Pass
JP-0015524,Jungle Owl,EV,Electric,Comfort,Midnight Black,Solid,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.496166666666667,437.87,12281.1,368.05741666666665,0.0,12649.16,Pass
JP-0015525,Jungle Owl,EV,Electric,Comfort,Midnight Black,Solid,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.214333333333333,372.86,12199.12,319.6982125,8.2,12527.02,Rework
JP-0015526,Jungle Owl,EV,Electric,Comfort,Midnight Black,Solid,Fabric,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.929333333333333,355.76,12208.17,361.36482916666665,0.0,12569.53,Pass
JP-0015527,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Night,2025-03-26,2025,1,3,March,2025-03-26,5.802499999999999,379.75,10733.92,353.4359791666667,0.0,11087.36,Pass
JP-0015528,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.594333333333335,387.76,10756.81,354.7647125,0.0,11111.57,Pass
JP-0015529,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.223666666666667,387.92,10768.13,352.7180041666667,0.0,11120.85,Pass
JP-0015530,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.941333333333333,385.88,10030.72,329.6805375,0.0,10360.4,Pass
JP-0015531,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.139666666666666,400.98,10017.06,345.3309041666667,0.0,10362.39,Pass
JP-0015532,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.12,367.2,10042.42,359.442,0.0,10401.86,Pass
JP-0015533,Jungle Tiger,SUV,2.0L Petrol,Base,Crimson Red,Metallic,Leatherette,Grey,Night,2025-03-26,2025,1,3,March,2025-03-26,5.575833333333334,334.55,10229.14,337.780825,0.0,10566.92,Pass
JP-0015534,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.978666666666667,358.72,10722.18,368.39655833333336,0.0,11090.58,Pass
JP-0015535,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leather,Beige,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.291333333333332,427.58,10642.83,333.3238875,0.0,10976.15,Pass
JP-0015536,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.022166666666665,434.93,10709.91,351.2400375,0.0,11061.15,Pass
JP-0015537,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.340999999999999,416.76,10874.56,349.47086666666667,0.0,11224.03,Pass
JP-0015538,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.4625,406.65,10636.08,361.93965,0.0,10998.02,Pass
JP-0015539,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Steel Grey,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.5475,379.15,10777.09,376.482,0.0,11153.57,Pass
JP-0015540,Jungle Tiger,SUV,2.0L Petrol,Comfort,Forest Green,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.112166666666665,389.43,10910.81,334.9097458333333,0.0,11245.72,Pass
JP-0015541,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.786666666666666,459.9,10626.93,340.392525,0.0,10967.32,Pass
JP-0015542,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.832666666666666,357.06,10593.77,361.5214666666666,0.0,10955.29,Pass
JP-0015543,Jungle Lynx,Sedan,1.6L Diesel,Base,Ocean Blue,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.151333333333333,391.18,10598.9,353.8625208333333,0.0,10952.76,Pass
JP-0015544,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.406166666666666,423.17,10290.74,356.85636666666664,0.0,10647.6,Pass
JP-0015545,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,5.948666666666666,356.92,10273.11,347.6088041666667,0.0,10620.72,Pass
JP-0015546,Jungle Fennec,Hatchback,1.4L Petrol,Base,Pearl Ivory,Pearl,Fabric,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.2733333333333325,404.2,10287.66,326.7772,0.0,10614.44,Pass
JP-0015547,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.331999999999999,469.42,11118.26,340.17814583333336,0.0,11458.44,Pass
JP-0015548,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Crimson Red,Metallic,Leatherette,Grey,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.29,377.4,11001.88,332.7295875,0.0,11334.61,Pass
JP-0015549,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.971666666666667,419.2,10908.21,354.30797083333334,0.0,11262.52,Pass
JP-0015550,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Leather,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,5.955500000000001,357.33,10775.31,330.03842083333336,0.0,11105.35,Pass
JP-0015551,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.211499999999999,394.89,9983.66,334.0066375,0.0,10317.67,Pass
JP-0015552,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.171666666666667,421.3,10083.61,337.47247500000003,0.0,10421.08,Pass
JP-0015553,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.9416666666666655,424.5,10085.78,351.833925,0.0,10437.61,Pass
JP-0015554,Jungle Tiger,SUV,2.0L Petrol,Base,Steel Grey,Metallic,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.278666666666667,376.72,10026.33,355.8808625,0.0,10382.21,Pass
JP-0015555,Jungle Owl,EV,Electric,Comfort,Steel Grey,Metallic,Leatherette,Grey,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.102166666666665,366.13,12195.62,348.61887916666666,0.0,12544.24,Pass
JP-0015556,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,5.852500000000001,376.15,10110.26,351.87265,0.0,10462.13,Pass
JP-0015557,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.463833333333333,387.83,10249.34,327.8866,0.0,10577.23,Pass
JP-0015558,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,6.091833333333333,390.91,10281.15,348.71167083333336,0.0,10629.86,Pass
JP-0015559,Jungle Fennec,Hatchback,1.4L Petrol,Base,Crimson Red,Metallic,Fabric,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,5.859833333333333,387.79,10311.21,349.36399166666666,0.0,10660.57,Pass
JP-0015560,Jungle Tiger,SUV,2.0L Petrol,Comfort,Midnight Black,Solid,Leatherette,Grey,Night,2025-03-26,2025,1,3,March,2025-03-26,6.000166666666667,416.41,10872.92,334.80997916666666,0.0,11207.73,Pass
JP-0015561,Jungle Tiger,SUV,2.0L Petrol,Comfort,Midnight Black,Solid,Leatherette,Grey,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.297666666666665,377.86,10911.92,364.1273083333333,0.0,11276.05,Pass
JP-0015562,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.863833333333334,371.03,10917.33,356.25435,0.0,11273.58,Pass
JP-0015563,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Black,Night,2025-03-26,2025,1,3,March,2025-03-26,5.991499999999999,364.79,11017.93,311.9426,0.0,11329.87,Pass
JP-0015564,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.121999999999999,409.92,11072.86,356.64459166666666,0.0,11429.5,Pass
JP-0015565,Jungle Tiger,SUV,2.0L Petrol,Comfort,Pearl Ivory,Pearl,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.04,398.1,10991.78,322.0839208333333,0.0,11313.86,Pass
JP-0015566,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Copper Bronze,Pearl,Leather,Black,Morning,2025-03-26,2025,1,3,March,2025-03-26,5.826833333333332,359.31,10797.46,358.9831958333333,0.0,11156.44,Pass
JP-0015567,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Copper Bronze,Pearl,Leather,Black,Evening,2025-03-26,2025,1,3,March,2025-03-26,6.565333333333332,408.12,10897.74,315.8814541666667,0.0,11213.62,Pass
JP-0015568,Jungle Lynx,Sedan,1.6L Diesel,Luxury,Forest Green,Metallic,Leatherette,Grey,Morning,2025-03-26,2025,1,3,March,2025-03-26,6.0125,446.35,12741.48,353.42440833333336,0.0,13094.9,Pass
JP-0015569,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Morning,2025-03-27,2025,1,3,March,2025-03-27,5.913000000000001,393.58,10709.91,354.5103708333333,0.0,11064.42,Pass
JP-0015570,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-27,2025,1,3,March,2025-03-27,6.518666666666666,391.12,10849.44,342.135425,0.0,11191.58,Pass
JP-0015571,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Night,2025-03-27,2025,1,3,March,2025-03-27,6.060666666666667,396.84,10730.87,327.757675,0.0,11058.63,Pass
JP-0015572,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Crimson Red,Metallic,Leatherette,Grey,Evening,2025-03-27,2025,1,3,March,2025-03-27,5.834833333333333,350.09,10804.37,369.009525,0.0,11173.38,Pass
JP-0015573,Jungle Tiger,SUV,2.0L Petrol,Base,Midnight Black,Solid,Fabric,Black,Night,2025-03-27,2025,1,3,March,2025-03-27,6.163666666666667,445.52,10177.69,324.69290416666666,0.0,10502.38,Pass
JP-0015574,Jungle Tiger,SUV,2.0L Petrol,Base,Midnight Black,Solid,Fabric,Black,Morning,2025-03-27,2025,1,3,March,2025-03-27,5.726666666666666,398.1,9995.62,346.49800416666665,0.0,10342.12,Pass
JP-0015575,Jungle Tiger,SUV,2.0L Petrol,Base,Midnight Black,Solid,Fabric,Black,Morning,2025-03-27,2025,1,3,March,2025-03-27,5.9785,390.31,10040.19,317.6303458333333,0.0,10357.82,Pass
JP-0015576,Jungle Tiger,SUV,2.0L Petrol,Base,Midnight Black,Solid,Fabric,Black,Evening,2025-03-27,2025,1,3,March,2025-03-27,6.0825000000000005,431.75,10108.81,354.70995416666665,0.0,10463.52,Pass
JP-0015577,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Arctic White,Solid,Leather,Black,Evening,2025-03-27,2025,1,3,March,2025-03-27,6.313,431.68,10682.21,351.41204166666665,0.0,11033.62,Pass
JP-0015578,Jungle Tiger,SUV,2.0L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Evening,2025-03-27,2025,1,3,March,2025-03-27,6.161166666666667,369.67,11025.47,336.7687,127.17,11489.41,Rework
JP-0015579,Jungle Tiger,SUV,2.0L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Night,2025-03-27,2025,1,3,March,2025-03-27,5.758333333333334,402.4,10809.19,318.4253708333333,0.0,11127.62,Pass
JP-0015580,Jungle Tiger,SUV,2.0L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Night,2025-03-27,2025,1,3,March,2025-03-27,6.189166666666666,371.35,10962.8,338.2721,0.0,11301.07,Pass
JP-0015581,Jungle Tiger,SUV,2.0L Petrol,Comfort,Arctic White,Solid,Fabric,Black,Night,2025-03-27,2025,1,3,March,2025-03-27,5.882999999999999,379.68,11034.53,354.601375,0.0,11389.13,Pass
JP-0015582,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Copper Bronze,Pearl,Leather,Beige,Morning,2025-03-27,2025,1,3,March,2025-03-27,6.124333333333332,385.86,11072.67,381.0339625,0.0,11453.7,Pass
JP-0015583,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Morning,2025-03-27,2025,1,3,March,2025-03-27,5.959833333333334,395.79,10307.29,321.95120000000003,0.0,10629.24,Pass
JP-0015584,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Evening,2025-03-27,2025,1,3,March,2025-03-27,5.704,342.24,10332.84,344.41390416666667,0.0,10677.25,Pass
JP-0015585,Jungle Fennec,Hatchback,1.4L Petrol,Base,Arctic White,Solid,Leather,Beige,Morning,2025-03-27,2025,1,3,March,2025-03-27,6.0345,370.87,10289.44,329.330125,0.0,10618.77,Pass
JP-0015586,Jungle Lynx,Sedan,1.6L Diesel,Comfort,Midnight Black,Solid,Leather,Beige,Morning,2025-03-27,2025,1,3,March,2025-03-27,6.6875,470.65,11184.91,343.7242166666667,0.0,11528.63,Pass
JP-0015587,Jungle Fennec,Hatchback,1.4L Petrol,Comfort,Midnight Black,Solid,Leatherette,Grey,Morning,2025-03-27,2025,1,3,March,2025-03-27,5.943833333333333,394.23,10668.12,317.3748,0.0,10985.49,Pass
