defect_id,detected_date_id,detected_date,year,month,month_name,part_name,part_category,supplier_name,reliability_score,station_name,station_type,defect_type,severity,resolution,rework_cost,rework_time_minutes
1271,20250313,2025-03-13,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,134.67,56.8
1272,20250313,2025-03-13,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,665.43,15.5
1273,20250313,2025-03-13,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,major,rework,134.54,56.5
1274,20250313,2025-03-13,2025,3,March,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,critical,rework,111.18,98.0
1275,20250313,2025-03-13,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,161.85,19.8
1276,20250313,2025-03-13,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,162.01,20.2
1277,20250314,2025-03-14,2025,3,March,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,119.6,19.3
1278,20250314,2025-03-14,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,159.19,12.8
1279,20250314,2025-03-14,2025,3,March,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,major,rework,167.26,42.1
1280,20250314,2025-03-14,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,minor,rework,10.47,27.7
1281,20250314,2025-03-14,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,scrap,469.91,45.6
1282,20250314,2025-03-14,2025,3,March,,,,,Quality Check - Station 19,Quality Check,dimensional,minor,rework,4.6,12.2
1283,20250314,2025-03-14,2025,3,March,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,critical,scrap,660.9,147.0
1284,20250314,2025-03-14,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,129.89,44.2
1285,20250314,2025-03-14,2025,3,March,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,121.36,23.9
1286,20250314,2025-03-14,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,674.64,39.8
1287,20250315,2025-03-15,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,106.4,52.5
1288,20250315,2025-03-15,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,major,scrap,560.88,30.5
1289,20250315,2025-03-15,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,138.14,66.0
1290,20250316,2025-03-16,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,minor,rework,4.04,10.7
1291,20250316,2025-03-16,2025,3,March,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,136.25,45.5
1292,20250316,2025-03-16,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,144.44,18.8
1293,20250317,2025-03-17,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,7.78,20.6
1294,20250317,2025-03-17,2025,3,March,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,135.79,62.1
1295,20250317,2025-03-17,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,539.26,13.8
1296,20250317,2025-03-17,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,major,rework,13.89,36.7
1297,20250317,2025-03-17,2025,3,March,,,,,Painting - Station 04,Painting,cosmetic,major,scrap,20.61,54.5
1298,20250317,2025-03-17,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,664.73,13.6
1299,20250317,2025-03-17,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,130.3,45.3
1300,20250317,2025-03-17,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,major,rework,154.61,45.7
1301,20250317,2025-03-17,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,94.1,20.0
1302,20250318,2025-03-18,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,540.12,16.1
1303,20250318,2025-03-18,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,538.43,11.7
1304,20250318,2025-03-18,2025,3,March,,,,,Quality Check - Station 19,Quality Check,dimensional,minor,rework,7.67,20.3
1305,20250318,2025-03-18,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,108.45,57.9
1306,20250318,2025-03-18,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,558.0,63.4
1307,20250319,2025-03-19,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,major,rework,21.71,57.4
1308,20250319,2025-03-19,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,122.43,24.5
1309,20250319,2025-03-19,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,93.59,18.6
1310,20250319,2025-03-19,2025,3,March,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,49.05,18.9
1311,20250319,2025-03-19,2025,3,March,Backup Camera v6,Safety,Cole LLC,99.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,123.91,63.3
1312,20250319,2025-03-19,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,545.15,29.4
1313,20250319,2025-03-19,2025,3,March,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,7.19,19.0
1314,20250319,2025-03-19,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,143.89,17.3
1315,20250319,2025-03-19,2025,3,March,,,,,Welding - Station 02,Welding,dimensional,minor,accepted_with_deviation,1.59,21.1
1316,20250320,2025-03-20,2025,3,March,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,52.59,28.2
1317,20250320,2025-03-20,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,551.28,45.6
1318,20250320,2025-03-20,2025,3,March,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,99.85,68.1
1319,20250320,2025-03-20,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,accepted_with_deviation,1.48,19.5
1320,20250320,2025-03-20,2025,3,March,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,critical,rework,191.95,107.4
1321,20250320,2025-03-20,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,172.21,47.2
1322,20250320,2025-03-20,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,158.58,11.1
1323,20250320,2025-03-20,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,158.79,11.7
1324,20250320,2025-03-20,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,91.33,12.6
1325,20250320,2025-03-20,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,minor,rework,11.22,29.6
1326,20250320,2025-03-20,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,accepted_with_deviation,1.4,18.5
1327,20250320,2025-03-20,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,major,rework,11.51,30.4
1328,20250320,2025-03-20,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,120.21,18.6
1329,20250321,2025-03-21,2025,3,March,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,159.71,22.2
1330,20250321,2025-03-21,2025,3,March,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,542.36,22.0
1331,20250321,2025-03-21,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,critical,scrap,575.0,67.8
1332,20250321,2025-03-21,2025,3,March,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,45.89,10.5
1333,20250321,2025-03-21,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,minor,rework,670.42,28.7
1334,20250321,2025-03-21,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,162.54,21.6
1335,20250321,2025-03-21,2025,3,March,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,critical,scrap,327.3,81.9
1336,20250321,2025-03-21,2025,3,March,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,172.78,16.8
1337,20250321,2025-03-21,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,181.37,71.4
1338,20250322,2025-03-22,2025,3,March,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,4.03,10.7
1339,20250322,2025-03-22,2025,3,March,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,9.07,24.0
1340,20250323,2025-03-23,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,6.28,16.6
1341,20250323,2025-03-23,2025,3,March,,,,,Painting - Station 04,Painting,cosmetic,major,rework,26.04,68.8
1342,20250324,2025-03-24,2025,3,March,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,major,rework,168.26,44.8
1343,20250324,2025-03-24,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,9.15,24.2
1344,20250324,2025-03-24,2025,3,March,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,8.72,23.1
1345,20250324,2025-03-24,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,5.54,14.6
1346,20250324,2025-03-24,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,161.15,17.9
1347,20250324,2025-03-24,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,critical,rework,210.99,149.7
1348,20250325,2025-03-25,2025,3,March,Backup Camera v6,Safety,Cole LLC,99.0,Safety Systems - Station 17,Safety Systems,functional,minor,rework,111.17,29.6
1349,20250325,2025-03-25,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,683.11,62.2
1350,20250325,2025-03-25,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,145.02,20.3
1351,20250325,2025-03-25,2025,3,March,,,,,Welding - Station 03,Welding,dimensional,minor,rework,7.24,19.1
1352,20250325,2025-03-25,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,94.27,20.4
1353,20250326,2025-03-26,2025,3,March,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,accepted_with_deviation,2.09,27.7
1354,20250326,2025-03-26,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,9.91,26.2
1355,20250326,2025-03-26,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,117.07,10.3
1356,20250326,2025-03-26,2025,3,March,,,,,Welding - Station 02,Welding,dimensional,minor,rework,8.2,21.7
1357,20250327,2025-03-27,2025,3,March,Backup Camera v6,Safety,Cole LLC,99.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,127.17,71.9
1358,20250327,2025-03-27,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,critical,rework,118.39,84.2
1359,20250327,2025-03-27,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,147.41,26.6
1360,20250327,2025-03-27,2025,3,March,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,95.42,23.5
1361,20250327,2025-03-27,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,accepted_with_deviation,1.08,14.2
1362,20250328,2025-03-28,2025,3,March,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 12,Interior Assembly,assembly,major,rework,144.71,67.8
1363,20250328,2025-03-28,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,major,rework,678.4,49.8
1364,20250328,2025-03-28,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,123.64,27.7
1365,20250328,2025-03-28,2025,3,March,,,,,Welding - Station 01,Welding,dimensional,minor,accepted_with_deviation,1.71,22.5
1366,20250328,2025-03-28,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,major,rework,16.58,43.8
1367,20250328,2025-03-28,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,critical,rework,185.5,127.3
1368,20250328,2025-03-28,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,663.64,10.7
1369,20250328,2025-03-28,2025,3,March,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,4.66,12.3
1370,20250328,2025-03-28,2025,3,March,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,critical,scrap,2665.07,70.8
1371,20250328,2025-03-28,2025,3,March,,,,,Quality Check - Station 19,Quality Check,dimensional,minor,rework,6.22,16.5
1372,20250329,2025-03-29,2025,3,March,,,,,Welding - Station 01,Welding,dimensional,minor,rework,10.73,28.4
1373,20250329,2025-03-29,2025,3,March,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 14,Electrical Assembly,electrical,major,rework,61.1,50.7
1374,20250329,2025-03-29,2025,3,March,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,146.06,23.1
1375,20250330,2025-03-30,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,10.13,26.8
1376,20250330,2025-03-30,2025,3,March,,,,,Painting - Station 05,Painting,cosmetic,critical,rework,42.17,111.5
1377,20250330,2025-03-30,2025,3,March,,,,,Welding - Station 02,Welding,dimensional,critical,rework,45.4,120.0
1378,20250331,2025-03-31,2025,3,March,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,127.31,21.9
1379,20250331,2025-03-31,2025,3,March,,,,,Welding - Station 02,Welding,dimensional,minor,rework,9.79,25.9
1380,20250331,2025-03-31,2025,3,March,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,159.82,14.4
1381,20250331,2025-03-31,2025,3,March,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,118.18,13.2
1382,20250401,2025-04-01,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,680.03,54.1
1383,20250401,2025-04-01,2025,4,April,,,,,Welding - Station 03,Welding,dimensional,minor,rework,4.39,11.6
1384,20250401,2025-04-01,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,critical,rework,168.0,144.9
1385,20250401,2025-04-01,2025,4,April,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,118.79,17.1
1386,20250401,2025-04-01,2025,4,April,,,,,Welding - Station 01,Welding,dimensional,major,rework,12.79,33.8
1387,20250401,2025-04-01,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,accepted_with_deviation,0.94,12.5
1388,20250402,2025-04-02,2025,4,April,,,,,Painting - Station 04,Painting,cosmetic,minor,rework,8.65,22.9
1389,20250402,2025-04-02,2025,4,April,Crash Sensor v5,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,critical,scrap,380.6,103.4
1390,20250402,2025-04-02,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,134.61,56.7
1391,20250402,2025-04-02,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,rework,704.21,118.0
1392,20250402,2025-04-02,2025,4,April,Rear Bumper v5,Exterior,Wolfe LLC,91.2,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,118.71,16.9
1393,20250402,2025-04-02,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,rework,706.65,124.4
1394,20250402,2025-04-02,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,117.37,11.1
1395,20250402,2025-04-02,2025,4,April,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,141.59,11.2
1396,20250402,2025-04-02,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,critical,rework,168.1,145.2
1397,20250402,2025-04-02,2025,4,April,,,,,Welding - Station 02,Welding,dimensional,minor,rework,5.31,14.0
1398,20250403,2025-04-03,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,103.79,45.6
1399,20250403,2025-04-03,2025,4,April,Backup Camera v6,Safety,Cole LLC,99.0,Safety Systems - Station 17,Safety Systems,functional,major,rework,120.32,53.8
1400,20250403,2025-04-03,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,major,rework,680.87,56.3
1401,20250403,2025-04-03,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,critical,rework,699.04,104.3
1402,20250404,2025-04-04,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,118.89,15.1
1403,20250404,2025-04-04,2025,4,April,Brake Caliper v4,Chassis,Blair PLC,99.0,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,163.89,25.2
1404,20250404,2025-04-04,2025,4,April,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,accepted_with_deviation,1.11,14.6
1405,20250404,2025-04-04,2025,4,April,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,5.97,15.8
1406,20250404,2025-04-04,2025,4,April,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,9.83,26.0
1407,20250404,2025-04-04,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,91.99,14.4
1408,20250404,2025-04-04,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,155.2,10.3
1409,20250404,2025-04-04,2025,4,April,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,177.14,28.3
1410,20250405,2025-04-05,2025,4,April,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,major,scrap,571.83,59.4
1411,20250405,2025-04-05,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,major,rework,101.73,40.2
1412,20250405,2025-04-05,2025,4,April,,,,,Final Assembly - Station 18,Final Assembly,assembly,minor,rework,9.28,24.5
1413,20250405,2025-04-05,2025,4,April,ABS Unit v4,Safety,"Rodriguez, Figueroa and Sanchez",88.0,Safety Systems - Station 17,Safety Systems,functional,minor,rework,80.28,16.4
1414,20250406,2025-04-06,2025,4,April,Dashboard Panel v5,Interior,Davis-Abbott,83.4,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,129.72,28.2
1415,20250406,2025-04-06,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,minor,rework,94.06,19.9
1416,20250406,2025-04-06,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,162.56,29.7
1417,20250407,2025-04-07,2025,4,April,,,,,Welding - Station 01,Welding,dimensional,minor,rework,7.92,20.9
1418,20250407,2025-04-07,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,91.0,11.8
1419,20250407,2025-04-07,2025,4,April,,,,,Painting - Station 05,Painting,cosmetic,minor,rework,8.92,23.6
1420,20250407,2025-04-07,2025,4,April,,,,,Welding - Station 01,Welding,dimensional,minor,rework,8.78,23.2
1421,20250407,2025-04-07,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,major,rework,129.82,44.0
1422,20250407,2025-04-07,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 15,Exterior Trim,cosmetic,minor,rework,121.59,22.2
1423,20250407,2025-04-07,2025,4,April,,,,,Welding - Station 01,Welding,dimensional,minor,rework,11.15,29.5
1424,20250408,2025-04-08,2025,4,April,ECU Module v7,Electrical,"Rodriguez, Figueroa and Sanchez",88.0,Electrical Assembly - Station 13,Electrical Assembly,electrical,minor,rework,50.86,23.6
1425,20250408,2025-04-08,2025,4,April,Battery Pack v2,Electrical,Wolfe LLC,91.2,Electrical Assembly - Station 14,Electrical Assembly,electrical,major,rework,102.24,41.5
1426,20250408,2025-04-08,2025,4,April,Drive Shaft v4,Powertrain,"Rodriguez, Figueroa and Sanchez",88.0,Powertrain Assembly - Station 07,Powertrain Assembly,functional,critical,rework,576.63,112.6
1427,20250408,2025-04-08,2025,4,April,,,,,Welding - Station 02,Welding,dimensional,minor,accepted_with_deviation,1.86,24.6
1428,20250408,2025-04-08,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,accepted_with_deviation,1.28,17.0
1429,20250409,2025-04-09,2025,4,April,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 12,Interior Assembly,assembly,minor,rework,142.87,14.6
1430,20250409,2025-04-09,2025,4,April,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,147.76,27.5
1431,20250409,2025-04-09,2025,4,April,Headliner v2,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,141.97,12.3
1432,20250409,2025-04-09,2025,4,April,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 10,Interior Assembly,assembly,minor,rework,172.83,16.9
1433,20250409,2025-04-09,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 06,Powertrain Assembly,functional,critical,rework,708.32,128.8
1434,20250409,2025-04-09,2025,4,April,Grille v2,Exterior,Arnold Ltd,99.0,Exterior Trim - Station 16,Exterior Trim,cosmetic,minor,rework,119.34,16.3
1435,20250409,2025-04-09,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,critical,rework,182.35,82.0
1436,20250409,2025-04-09,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 09,Chassis Assembly,assembly,minor,rework,156.36,13.3
1437,20250409,2025-04-09,2025,4,April,Shock Absorber v3,Chassis,Wyatt Inc,85.8,Chassis Assembly - Station 08,Chassis Assembly,assembly,minor,rework,157.49,16.3
1438,20250409,2025-04-09,2025,4,April,Center Console,Interior,Rhodes PLC,80.3,Interior Assembly - Station 11,Interior Assembly,assembly,minor,rework,171.66,13.8
1439,20250409,2025-04-09,2025,4,April,,,,,Welding - Station 03,Welding,dimensional,major,rework,21.27,56.2
1440,20250410,2025-04-10,2025,4,April,Electric Motor v6,Powertrain,Wyatt Inc,85.8,Powertrain Assembly - Station 07,Powertrain Assembly,functional,minor,rework,668.81,24.4
