model_name,segment,trim_name,color_name,year,month,month_name,n_units,avg_material_cost,avg_labor_cost,avg_rework_cost,avg_total_cost,sum_total_cost
Jungle Fennec,Hatchback,Luxury,Ocean Blue,2026,7,July,8,13057.59,346.25,15.52,13419.35,107354.78
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2024,8,August,13,12061.55,322.42,1.67,12385.63,161013.23
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2024,9,September,11,12074.2,338.91,62.64,12475.75,137233.2
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2024,10,October,17,12163.51,337.23,19.39,12520.12,212842.08
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2024,11,November,14,12221.28,340.09,38.75,12600.13,176401.75
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2024,12,December,13,12198.95,338.86,0.0,12537.8,162991.45
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,1,January,7,12309.37,352.71,17.36,12679.44,88756.1
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,2,February,9,12320.63,337.48,10.13,12668.24,114014.17
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,3,March,17,12411.97,337.26,0.05,12749.29,216737.9
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,4,April,9,12382.49,338.67,36.32,12757.48,114817.34
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,5,May,10,12455.37,343.18,0.0,12798.55,127985.51
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,6,June,15,12543.07,338.31,5.31,12886.69,193300.36
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,7,July,9,12547.3,342.52,0.98,12890.8,116017.16
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,8,August,3,12647.55,350.42,0.0,12997.98,38993.93
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,9,September,12,12657.36,353.5,20.61,13031.48,156377.72
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,10,October,11,12718.35,347.76,11.39,13077.5,143852.45
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,11,November,20,12735.76,337.78,0.0,13073.55,261470.94
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2025,12,December,3,12768.27,339.1,53.19,13160.56,39481.69
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,1,January,8,12787.01,344.52,16.41,13147.94,105183.5
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,2,February,8,12862.87,342.13,0.0,13205.0,105640.01
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,3,March,30,12908.9,338.76,15.35,13263.01,397890.24
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,4,April,3,13005.16,331.0,0.0,13336.17,40008.5
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,5,May,8,13016.07,353.19,43.52,13412.78,107302.23
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,6,June,6,12973.44,339.69,0.0,13313.13,79878.79
Jungle Fennec,Hatchback,Luxury,Pearl Ivory,2026,7,July,3,13071.34,336.83,0.0,13408.16,40224.48
Jungle Fennec,Hatchback,Luxury,Steel Grey,2024,8,August,8,12028.67,352.91,0.0,12381.58,99052.67
Jungle Fennec,Hatchback,Luxury,Steel Grey,2024,9,September,19,12104.78,345.88,6.19,12456.86,236680.27
Jungle Fennec,Hatchback,Luxury,Steel Grey,2024,10,October,12,12111.05,342.9,0.0,12453.96,149447.5
Jungle Fennec,Hatchback,Luxury,Steel Grey,2024,11,November,15,12175.43,341.71,0.0,12517.13,187756.99
Jungle Fennec,Hatchback,Luxury,Steel Grey,2024,12,December,18,12193.12,341.7,32.91,12567.74,226219.28
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,1,January,25,12273.71,339.19,14.29,12627.19,315679.64
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,2,February,13,12326.48,336.95,13.51,12676.95,164800.29
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,3,March,2,12357.87,357.5,0.0,12715.37,25430.73
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,4,April,10,12399.32,337.85,12.5,12749.67,127496.74
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,5,May,9,12476.54,341.94,0.0,12818.48,115366.36
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,6,June,8,12531.42,347.79,68.82,12948.03,103584.26
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,7,July,14,12551.54,337.12,0.15,12888.81,180443.34
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,8,August,8,12577.01,345.71,81.17,13003.89,104031.11
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,9,September,11,12601.19,339.2,0.0,12940.39,142344.27
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,10,October,18,12724.11,335.34,10.12,13069.56,235252.14
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,11,November,7,12742.21,330.04,0.0,13072.24,91505.7
Jungle Fennec,Hatchback,Luxury,Steel Grey,2025,12,December,7,12793.01,340.54,0.0,13133.55,91934.86
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,1,January,14,12818.03,339.78,12.78,13170.58,184388.12
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,2,February,3,12947.98,351.77,0.0,13299.75,39899.26
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,3,March,16,12923.03,345.96,11.12,13280.11,212481.8
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,4,April,10,12978.68,351.13,0.0,13329.81,133298.14
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,5,May,13,13002.78,350.26,28.73,13381.77,173963.05
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,6,June,18,13013.52,337.13,0.0,13350.66,240311.79
Jungle Fennec,Hatchback,Luxury,Steel Grey,2026,7,July,4,13083.57,349.33,0.0,13432.91,53731.63
Jungle Lynx,Sedan,Base,Arctic White,2024,8,August,56,10341.1,338.88,1.64,10681.61,598170.15
Jungle Lynx,Sedan,Base,Arctic White,2024,9,September,43,10366.52,342.0,3.3,10711.81,460608.0
Jungle Lynx,Sedan,Base,Arctic White,2024,10,October,49,10428.6,343.98,25.86,10798.44,529123.51
Jungle Lynx,Sedan,Base,Arctic White,2024,11,November,37,10450.15,341.38,6.88,10798.41,399541.14
Jungle Lynx,Sedan,Base,Arctic White,2024,12,December,46,10498.26,342.28,31.72,10872.26,500123.87
Jungle Lynx,Sedan,Base,Arctic White,2025,1,January,20,10559.56,344.58,39.26,10943.39,218867.78
Jungle Lynx,Sedan,Base,Arctic White,2025,2,February,32,10560.69,341.56,16.81,10919.07,349410.08
Jungle Lynx,Sedan,Base,Arctic White,2025,3,March,36,10615.62,340.15,22.63,10978.4,395222.54
Jungle Lynx,Sedan,Base,Arctic White,2025,4,April,53,10662.09,338.18,6.9,11007.17,583380.13
Jungle Lynx,Sedan,Base,Arctic White,2025,5,May,54,10713.16,343.1,4.99,11061.25,597307.37
Jungle Lynx,Sedan,Base,Arctic White,2025,6,June,45,10712.08,340.17,17.71,11069.96,498148.12
Jungle Lynx,Sedan,Base,Arctic White,2025,7,July,11,10804.59,348.92,0.16,11153.66,122690.31
Jungle Lynx,Sedan,Base,Arctic White,2025,8,August,15,10833.47,343.79,18.47,11195.74,167936.07
Jungle Lynx,Sedan,Base,Arctic White,2025,9,September,24,10848.28,338.09,4.31,11190.68,268576.43
Jungle Lynx,Sedan,Base,Arctic White,2025,10,October,38,10898.79,339.86,21.7,11260.34,427892.93
Jungle Lynx,Sedan,Base,Arctic White,2025,11,November,35,10907.73,338.16,19.16,11265.05,394276.58
Jungle Lynx,Sedan,Base,Arctic White,2025,12,December,20,10975.22,324.69,52.29,11352.2,227043.9
Jungle Lynx,Sedan,Base,Arctic White,2026,1,January,28,11024.3,344.99,10.45,11379.74,318632.63
Jungle Lynx,Sedan,Base,Arctic White,2026,2,February,21,11049.31,344.06,9.52,11402.89,239460.61
Jungle Lynx,Sedan,Base,Arctic White,2026,3,March,24,11087.09,343.39,29.2,11459.68,275032.34
Jungle Lynx,Sedan,Base,Arctic White,2026,4,April,50,11117.66,342.11,2.97,11462.73,573136.55
Jungle Lynx,Sedan,Base,Arctic White,2026,5,May,19,11153.45,343.11,5.76,11502.32,218544.08
Jungle Lynx,Sedan,Base,Arctic White,2026,6,June,26,11206.05,337.55,0.52,11544.12,300147.11
Jungle Lynx,Sedan,Base,Arctic White,2026,7,July,22,11245.23,337.9,5.34,11588.48,254946.45
Jungle Lynx,Sedan,Base,Copper Bronze,2024,8,August,50,10347.82,341.81,4.95,10694.58,534729.13
Jungle Lynx,Sedan,Base,Copper Bronze,2024,9,September,24,10399.82,343.53,34.17,10777.52,258660.38
Jungle Lynx,Sedan,Base,Copper Bronze,2024,10,October,56,10432.61,341.98,16.66,10791.25,604310.01
Jungle Lynx,Sedan,Base,Copper Bronze,2024,11,November,49,10462.56,335.59,32.48,10830.63,530700.93
Jungle Lynx,Sedan,Base,Copper Bronze,2024,12,December,39,10486.81,340.95,40.53,10868.29,423863.24
Jungle Lynx,Sedan,Base,Copper Bronze,2025,1,January,32,10532.68,344.41,0.27,10877.36,348075.46
Jungle Lynx,Sedan,Base,Copper Bronze,2025,2,February,9,10526.96,337.61,1.81,10866.38,97797.39
Jungle Lynx,Sedan,Base,Copper Bronze,2025,3,March,38,10634.17,335.95,0.0,10970.12,416864.39
Jungle Lynx,Sedan,Base,Copper Bronze,2025,4,April,28,10681.28,345.31,4.66,11031.25,308874.91
Jungle Lynx,Sedan,Base,Copper Bronze,2025,5,May,34,10687.47,338.85,0.17,11026.49,374900.64
Jungle Lynx,Sedan,Base,Copper Bronze,2025,6,June,46,10743.48,340.72,23.32,11107.51,510945.67
Jungle Lynx,Sedan,Base,Copper Bronze,2025,7,July,36,10782.86,335.69,7.11,11125.66,400523.65
Jungle Lynx,Sedan,Base,Copper Bronze,2025,8,August,29,10805.66,342.72,4.34,11152.73,323429.03
Jungle Lynx,Sedan,Base,Copper Bronze,2025,9,September,48,10849.49,336.77,16.26,11202.52,537721.11
Jungle Lynx,Sedan,Base,Copper Bronze,2025,10,October,43,10880.94,338.66,5.82,11225.42,482693.01
Jungle Lynx,Sedan,Base,Copper Bronze,2025,11,November,45,10939.15,346.67,67.73,11353.55,510909.79
Jungle Lynx,Sedan,Base,Copper Bronze,2025,12,December,12,10962.89,344.28,69.48,11376.65,136519.84
Jungle Lynx,Sedan,Base,Copper Bronze,2026,1,January,37,10989.63,343.7,4.04,11337.38,419482.95
Jungle Lynx,Sedan,Base,Copper Bronze,2026,2,February,28,11041.38,335.14,10.9,11387.42,318847.65
Jungle Lynx,Sedan,Base,Copper Bronze,2026,3,March,34,11093.76,339.76,4.06,11437.58,388877.61
Jungle Lynx,Sedan,Base,Copper Bronze,2026,4,April,23,11133.05,341.91,1.17,11476.14,263951.19
Jungle Lynx,Sedan,Base,Copper Bronze,2026,5,May,22,11163.09,337.85,30.31,11531.25,253687.53
Jungle Lynx,Sedan,Base,Copper Bronze,2026,6,June,23,11192.62,340.17,34.8,11567.59,266054.6
Jungle Lynx,Sedan,Base,Copper Bronze,2026,7,July,22,11209.0,337.91,0.1,11547.01,254034.19
Jungle Lynx,Sedan,Base,Crimson Red,2024,7,July,3,10447.88,331.11,0.0,10779.0,32336.99
Jungle Lynx,Sedan,Base,Crimson Red,2024,8,August,24,10351.94,338.78,0.0,10690.72,256577.27
Jungle Lynx,Sedan,Base,Crimson Red,2024,9,September,18,10417.29,338.7,1.48,10757.47,193634.42
Jungle Lynx,Sedan,Base,Crimson Red,2024,10,October,77,10419.02,341.54,6.01,10766.57,829025.83
Jungle Lynx,Sedan,Base,Crimson Red,2024,11,November,30,10492.15,347.73,22.17,10862.05,325861.46
Jungle Lynx,Sedan,Base,Crimson Red,2024,12,December,33,10480.99,335.5,14.43,10830.92,357420.46
Jungle Lynx,Sedan,Base,Crimson Red,2025,1,January,29,10542.34,334.04,0.26,10876.65,315422.71
Jungle Lynx,Sedan,Base,Crimson Red,2025,2,February,29,10584.68,334.42,22.94,10942.05,317319.33
Jungle Lynx,Sedan,Base,Crimson Red,2025,3,March,41,10632.45,341.68,10.04,10984.17,450350.98
Jungle Lynx,Sedan,Base,Crimson Red,2025,4,April,47,10656.57,335.34,20.49,11012.4,517582.85
Jungle Lynx,Sedan,Base,Crimson Red,2025,5,May,38,10702.29,338.87,29.49,11070.64,420684.37
Jungle Lynx,Sedan,Base,Crimson Red,2025,6,June,21,10717.81,334.3,6.81,11058.92,232237.41
Jungle Lynx,Sedan,Base,Crimson Red,2025,7,July,29,10775.08,343.76,10.85,11129.69,322760.98
Jungle Lynx,Sedan,Base,Crimson Red,2025,8,August,24,10813.53,339.33,20.4,11173.26,268158.17
Jungle Lynx,Sedan,Base,Crimson Red,2025,9,September,26,10850.02,336.63,31.76,11218.41,291678.71
Jungle Lynx,Sedan,Base,Crimson Red,2025,10,October,50,10882.54,344.62,48.02,11275.17,563758.5
Jungle Lynx,Sedan,Base,Crimson Red,2025,11,November,37,10932.48,338.28,4.44,11275.2,417182.22
Jungle Lynx,Sedan,Base,Crimson Red,2025,12,December,56,10982.97,338.36,12.34,11333.67,634685.65
Jungle Lynx,Sedan,Base,Crimson Red,2026,1,January,23,10976.19,336.2,29.58,11341.97,260865.27
Jungle Lynx,Sedan,Base,Crimson Red,2026,2,February,21,11053.91,339.74,7.23,11400.87,239418.37
Jungle Lynx,Sedan,Base,Crimson Red,2026,3,March,51,11098.62,341.43,13.62,11453.67,584137.26
Jungle Lynx,Sedan,Base,Crimson Red,2026,4,April,25,11140.94,339.8,14.89,11495.63,287390.8
Jungle Lynx,Sedan,Base,Crimson Red,2026,5,May,34,11148.69,343.47,10.59,11502.76,391093.78
Jungle Lynx,Sedan,Base,Crimson Red,2026,6,June,28,11207.93,343.92,43.53,11595.38,324670.65
Jungle Lynx,Sedan,Base,Crimson Red,2026,7,July,17,11236.59,339.67,6.22,11582.48,196902.15
Jungle Lynx,Sedan,Base,Forest Green,2024,7,July,4,10379.79,336.24,0.0,10716.03,42864.11
Jungle Lynx,Sedan,Base,Forest Green,2024,8,August,42,10363.14,339.11,2.29,10704.54,449590.89
Jungle Lynx,Sedan,Base,Forest Green,2024,9,September,31,10391.97,342.12,0.0,10734.09,332756.82
Jungle Lynx,Sedan,Base,Forest Green,2024,10,October,53,10424.93,339.53,30.39,10794.85,572126.82
Jungle Lynx,Sedan,Base,Forest Green,2024,11,November,41,10494.41,345.36,29.97,10869.73,445659.08
Jungle Lynx,Sedan,Base,Forest Green,2024,12,December,52,10516.98,337.76,19.33,10874.08,565451.98
Jungle Lynx,Sedan,Base,Forest Green,2025,1,January,24,10547.37,338.4,0.21,10885.98,261263.49
Jungle Lynx,Sedan,Base,Forest Green,2025,2,February,21,10574.08,347.08,8.43,10929.59,229521.34
Jungle Lynx,Sedan,Base,Forest Green,2025,3,March,34,10607.05,344.03,10.37,10961.45,372689.15
Jungle Lynx,Sedan,Base,Forest Green,2025,4,April,60,10654.45,340.53,23.74,11018.71,661122.9
Jungle Lynx,Sedan,Base,Forest Green,2025,5,May,37,10685.5,340.86,8.23,11034.58,408279.56
Jungle Lynx,Sedan,Base,Forest Green,2025,6,June,33,10733.38,342.47,0.0,11075.85,365502.99
Jungle Lynx,Sedan,Base,Forest Green,2025,7,July,43,10789.81,341.75,0.16,11131.72,478664.1
Jungle Lynx,Sedan,Base,Forest Green,2025,8,August,15,10794.97,331.02,25.79,11151.78,167276.67
Jungle Lynx,Sedan,Base,Forest Green,2025,9,September,43,10847.22,343.88,15.52,11206.62,481884.57
Jungle Lynx,Sedan,Base,Forest Green,2025,10,October,45,10899.42,337.79,27.78,11264.99,506924.44
Jungle Lynx,Sedan,Base,Forest Green,2025,11,November,39,10933.96,349.0,14.59,11297.55,440604.43
Jungle Lynx,Sedan,Base,Forest Green,2025,12,December,45,10958.72,336.1,6.75,11301.56,508570.36
Jungle Lynx,Sedan,Base,Forest Green,2026,1,January,29,11027.95,342.21,111.82,11481.98,332977.45
Jungle Lynx,Sedan,Base,Forest Green,2026,2,February,21,11040.61,339.97,46.39,11426.98,239966.49
Jungle Lynx,Sedan,Base,Forest Green,2026,3,March,42,11086.01,340.28,6.76,11433.05,480188.13
Jungle Lynx,Sedan,Base,Forest Green,2026,4,April,22,11122.15,340.55,23.56,11486.25,252697.6
Jungle Lynx,Sedan,Base,Forest Green,2026,5,May,30,11185.92,341.08,3.51,11530.5,345915.09
Jungle Lynx,Sedan,Base,Forest Green,2026,6,June,29,11195.65,338.27,9.29,11543.22,334753.33
Jungle Lynx,Sedan,Base,Forest Green,2026,7,July,39,11233.77,340.69,17.35,11591.8,452080.39
Jungle Lynx,Sedan,Base,Midnight Black,2024,8,August,30,10354.09,343.05,12.64,10709.78,321293.39
Jungle Lynx,Sedan,Base,Midnight Black,2024,9,September,61,10409.57,343.43,17.03,10770.03,656972.04
Jungle Lynx,Sedan,Base,Midnight Black,2024,10,October,58,10414.28,339.76,15.98,10770.02,624661.35
Jungle Lynx,Sedan,Base,Midnight Black,2024,11,November,35,10495.07,340.32,11.47,10846.86,379640.08
Jungle Lynx,Sedan,Base,Midnight Black,2024,12,December,38,10495.7,338.97,3.57,10838.24,411853.17
Jungle Lynx,Sedan,Base,Midnight Black,2025,1,January,42,10531.44,340.0,0.12,10871.56,456605.38
Jungle Lynx,Sedan,Base,Midnight Black,2025,2,February,15,10603.39,338.48,10.63,10952.49,164287.38
Jungle Lynx,Sedan,Base,Midnight Black,2025,3,March,24,10642.52,343.2,0.22,10985.94,263662.46
Jungle Lynx,Sedan,Base,Midnight Black,2025,4,April,33,10653.9,341.88,4.47,11000.25,363008.22
Jungle Lynx,Sedan,Base,Midnight Black,2025,5,May,41,10708.71,340.64,55.31,11104.66,455291.12
Jungle Lynx,Sedan,Base,Midnight Black,2025,6,June,31,10725.42,340.26,10.09,11075.78,343349.14
Jungle Lynx,Sedan,Base,Midnight Black,2025,7,July,26,10770.5,344.51,5.69,11120.7,289138.31
Jungle Lynx,Sedan,Base,Midnight Black,2025,8,August,19,10817.17,349.15,88.82,11255.14,213847.57
Jungle Lynx,Sedan,Base,Midnight Black,2025,9,September,33,10870.85,338.69,8.01,11217.54,370178.91
Jungle Lynx,Sedan,Base,Midnight Black,2025,10,October,47,10885.9,337.2,6.23,11229.33,527778.63
Jungle Lynx,Sedan,Base,Midnight Black,2025,11,November,36,10947.84,343.9,4.46,11296.2,406663.31
Jungle Lynx,Sedan,Base,Midnight Black,2025,12,December,26,10957.85,345.04,5.26,11308.14,294011.74
Jungle Lynx,Sedan,Base,Midnight Black,2026,1,January,25,10981.06,346.66,6.65,11334.38,283359.53
Jungle Lynx,Sedan,Base,Midnight Black,2026,2,February,15,11070.39,345.47,0.0,11415.86,171237.89
Jungle Lynx,Sedan,Base,Midnight Black,2026,3,March,14,11058.53,331.24,0.0,11389.77,159456.76
Jungle Lynx,Sedan,Base,Midnight Black,2026,4,April,38,11112.95,338.58,4.34,11455.88,435323.25
Jungle Lynx,Sedan,Base,Midnight Black,2026,5,May,23,11153.5,343.64,11.32,11508.46,264694.49
Jungle Lynx,Sedan,Base,Midnight Black,2026,6,June,42,11206.61,340.47,7.65,11554.73,485298.45
Jungle Lynx,Sedan,Base,Midnight Black,2026,7,July,13,11220.04,338.06,0.61,11558.71,150263.22
Jungle Lynx,Sedan,Base,Ocean Blue,2024,7,July,3,10381.74,353.85,0.0,10735.6,32206.79
Jungle Lynx,Sedan,Base,Ocean Blue,2024,8,August,36,10358.98,339.86,0.32,10699.15,385169.34
Jungle Lynx,Sedan,Base,Ocean Blue,2024,9,September,57,10391.24,341.88,0.36,10733.48,611808.58
Jungle Lynx,Sedan,Base,Ocean Blue,2024,10,October,42,10434.38,342.21,26.94,10803.53,453748.16
Jungle Lynx,Sedan,Base,Ocean Blue,2024,11,November,31,10477.89,338.66,5.1,10821.65,335471.12
Jungle Lynx,Sedan,Base,Ocean Blue,2024,12,December,50,10486.45,343.26,19.89,10849.6,542479.8
Jungle Lynx,Sedan,Base,Ocean Blue,2025,1,January,30,10552.82,339.24,11.22,10903.29,327098.59
Jungle Lynx,Sedan,Base,Ocean Blue,2025,2,February,19,10578.97,343.6,8.71,10931.27,207694.21
Jungle Lynx,Sedan,Base,Ocean Blue,2025,3,March,52,10612.39,340.86,5.86,10959.11,569873.66
Jungle Lynx,Sedan,Base,Ocean Blue,2025,4,April,42,10663.07,335.42,0.36,10998.84,461951.43
Jungle Lynx,Sedan,Base,Ocean Blue,2025,5,May,31,10699.6,343.73,10.15,11053.48,342657.86
Jungle Lynx,Sedan,Base,Ocean Blue,2025,6,June,21,10731.09,339.51,10.94,11081.54,232712.39
Jungle Lynx,Sedan,Base,Ocean Blue,2025,7,July,26,10797.9,346.51,0.08,11144.49,289756.65
Jungle Lynx,Sedan,Base,Ocean Blue,2025,8,August,20,10794.33,333.62,8.52,11136.47,222729.3
Jungle Lynx,Sedan,Base,Ocean Blue,2025,9,September,37,10862.7,334.77,3.0,11200.47,414417.32
Jungle Lynx,Sedan,Base,Ocean Blue,2025,10,October,52,10885.06,340.92,3.75,11229.73,583945.8
Jungle Lynx,Sedan,Base,Ocean Blue,2025,11,November,49,10923.88,338.9,27.68,11290.46,553232.35
Jungle Lynx,Sedan,Base,Ocean Blue,2025,12,December,24,10979.7,342.62,62.27,11384.59,273230.22
Jungle Lynx,Sedan,Base,Ocean Blue,2026,1,January,21,11000.75,342.5,5.72,11348.97,238328.41
Jungle Lynx,Sedan,Base,Ocean Blue,2026,2,February,19,11053.2,335.68,14.48,11403.36,216663.88
Jungle Lynx,Sedan,Base,Ocean Blue,2026,3,March,38,11092.29,336.35,19.22,11447.85,435018.35
Jungle Lynx,Sedan,Base,Ocean Blue,2026,4,April,22,11146.0,351.1,12.97,11510.07,253221.53
Jungle Lynx,Sedan,Base,Ocean Blue,2026,5,May,23,11173.7,334.21,13.31,11521.23,264988.21
Jungle Lynx,Sedan,Base,Ocean Blue,2026,6,June,22,11204.89,347.51,0.51,11552.91,254163.95
Jungle Lynx,Sedan,Base,Ocean Blue,2026,7,July,41,11214.01,339.11,23.15,11576.27,474627.02
Jungle Lynx,Sedan,Base,Pearl Ivory,2024,8,August,14,10355.57,338.18,1.13,10694.88,149728.33
Jungle Lynx,Sedan,Base,Pearl Ivory,2024,9,September,32,10392.27,342.37,5.67,10740.31,343689.96
Jungle Lynx,Sedan,Base,Pearl Ivory,2024,10,October,48,10418.63,340.64,30.63,10789.89,517914.76
Jungle Lynx,Sedan,Base,Pearl Ivory,2024,11,November,49,10459.35,341.58,20.81,10821.74,530265.12
Jungle Lynx,Sedan,Base,Pearl Ivory,2024,12,December,28,10491.64,334.45,9.86,10835.95,303406.53
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,1,January,35,10558.59,341.63,23.01,10923.23,382313.08
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,2,February,18,10580.11,347.96,17.81,10945.87,197025.69
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,3,March,48,10617.45,341.68,30.13,10989.26,527484.42
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,4,April,50,10657.81,336.9,0.7,10995.41,549770.42
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,5,May,17,10710.74,337.67,39.44,11087.85,188493.46
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,6,June,29,10736.83,333.34,19.73,11089.9,321606.99
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,7,July,36,10752.56,336.07,3.62,11092.25,399320.98
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,8,August,10,10828.7,326.94,15.26,11170.9,111708.95
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,9,September,33,10848.78,339.87,29.16,11217.82,370187.93
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,10,October,36,10877.43,343.8,0.13,11221.35,403968.76
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,11,November,24,10951.96,344.25,1.58,11297.79,271146.95
Jungle Lynx,Sedan,Base,Pearl Ivory,2025,12,December,28,10952.52,343.64,4.46,11300.62,316417.49
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,1,January,41,11023.28,338.29,19.81,11381.38,466636.56
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,2,February,38,11046.26,338.01,29.92,11414.2,433739.44
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,3,March,49,11064.23,338.47,16.81,11419.5,559555.4
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,4,April,30,11119.32,339.67,13.69,11472.68,344180.42
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,5,May,60,11145.61,341.81,22.47,11509.89,690593.23
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,6,June,42,11193.59,338.27,6.53,11538.39,484612.29
Jungle Lynx,Sedan,Base,Pearl Ivory,2026,7,July,31,11249.56,344.31,11.82,11605.69,359776.34
Jungle Lynx,Sedan,Base,Steel Grey,2024,8,August,23,10370.06,336.72,4.35,10711.14,246356.22
Jungle Lynx,Sedan,Base,Steel Grey,2024,9,September,39,10395.72,340.72,37.58,10774.02,420186.93
Jungle Lynx,Sedan,Base,Steel Grey,2024,10,October,41,10422.72,340.73,17.68,10781.13,442026.34
Jungle Lynx,Sedan,Base,Steel Grey,2024,11,November,59,10464.18,340.18,5.17,10809.53,637762.43
Jungle Lynx,Sedan,Base,Steel Grey,2024,12,December,31,10528.46,340.34,43.63,10912.43,338285.46
Jungle Lynx,Sedan,Base,Steel Grey,2025,1,January,36,10548.48,340.55,4.44,10893.47,392165.03
Jungle Lynx,Sedan,Base,Steel Grey,2025,2,February,24,10572.61,345.26,58.8,10976.67,263440.09
Jungle Lynx,Sedan,Base,Steel Grey,2025,3,March,40,10622.21,341.36,8.33,10971.9,438875.86
Jungle Lynx,Sedan,Base,Steel Grey,2025,4,April,21,10667.54,346.33,5.81,11019.68,231413.19
Jungle Lynx,Sedan,Base,Steel Grey,2025,5,May,18,10698.26,344.8,0.05,11043.1,198775.88
Jungle Lynx,Sedan,Base,Steel Grey,2025,6,June,44,10732.53,342.34,6.29,11081.17,487571.31
Jungle Lynx,Sedan,Base,Steel Grey,2025,7,July,26,10773.36,342.2,0.8,11116.35,289025.07
Jungle Lynx,Sedan,Base,Steel Grey,2025,8,August,37,10799.3,339.39,4.22,11142.91,412287.8
Jungle Lynx,Sedan,Base,Steel Grey,2025,9,September,47,10856.01,335.63,2.06,11193.7,526103.68
Jungle Lynx,Sedan,Base,Steel Grey,2025,10,October,41,10888.35,345.55,65.04,11298.94,463256.48
Jungle Lynx,Sedan,Base,Steel Grey,2025,11,November,28,10958.19,346.0,0.46,11304.65,316530.19
Jungle Lynx,Sedan,Base,Steel Grey,2025,12,December,29,10961.06,344.16,13.11,11318.34,328231.83
Jungle Lynx,Sedan,Base,Steel Grey,2026,1,January,36,11011.99,342.17,5.08,11359.24,408932.49
Jungle Lynx,Sedan,Base,Steel Grey,2026,2,February,43,11044.01,340.65,30.32,11414.98,490844.13
Jungle Lynx,Sedan,Base,Steel Grey,2026,3,March,51,11089.97,334.42,3.09,11427.49,582801.93
Jungle Lynx,Sedan,Base,Steel Grey,2026,4,April,32,11161.87,337.61,21.03,11520.51,368656.37
Jungle Lynx,Sedan,Base,Steel Grey,2026,5,May,29,11176.58,336.14,17.42,11530.14,334374.0
Jungle Lynx,Sedan,Base,Steel Grey,2026,6,June,33,11190.84,345.71,20.6,11557.14,381385.65
Jungle Lynx,Sedan,Base,Steel Grey,2026,7,July,26,11232.19,340.87,8.49,11581.56,301120.43
